universe,family,config,n,mean_pct,median_pct,events_per_day,gross_pct_day,net_pct_day,tail_p5,tail_p1,ruin_frac,capacity_usd,stamp
nq,F-NQ1_orb,or15|long|stop1.0|tgt1.0|all,1286,-7e-05,0.00034,0.78,-6e-05,-6e-05,-0.00913,-0.0137,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|short|stop0.5|tgt2.0|vix<20,694,-8e-05,-0.00141,0.727,-6e-05,-6e-05,-0.0032,-0.00431,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or30|long|stop0.5|tgt1.0|vix<20,675,-9e-05,0.00019,0.707,-6e-05,-6e-05,-0.00374,-0.00557,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or30|short|stop1.0|tgt1.0|vix<20,626,-0.0001,-0.00027,0.655,-6e-05,-6e-05,-0.00663,-0.00922,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or30|both|stop0.5|tgt1.0|all,1638,-6e-05,0.0003,0.993,-6e-05,-6e-05,-0.00576,-0.00871,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ2_firsthour,thr0.003|follow|exit1200|vix>=20,426,-8e-05,0.0004,0.669,-6e-05,-6e-05,-0.01281,-0.02027,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ3_gap,q2|fade|exit1555|all,330,-0.00028,-0.00014,0.2,-6e-05,-6e-05,-0.01347,-0.02927,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,on_1800_0930|short|Thu,339,-6e-05,-0.00087,1.0,-6e-05,-6e-05,-0.01233,-0.01955,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1530_1600|long|Tue,337,-6e-05,-0.00011,1.0,-6e-05,-6e-05,-0.00475,-0.00761,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|short|stop1.0|tgtNone|all,1217,-9e-05,-0.00254,0.738,-7e-05,-7e-05,-0.01015,-0.01501,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or30|both|stop1.0|tgt2.0|vix>=20,635,-7e-05,-0.00151,0.997,-7e-05,-7e-05,-0.01373,-0.02407,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ3_gap,q0|follow|exit1030|vix>=20,159,-0.0003,9e-05,0.25,-7e-05,-7e-05,-0.01431,-0.02017,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1030_1400|long|all,1649,-7e-05,0.00032,1.0,-7e-05,-7e-05,-0.01311,-0.02143,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|long|stop0.5|tgt1.0|all,1286,-0.00011,-0.00015,0.78,-8e-05,-8e-05,-0.00496,-0.00704,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|short|stop0.5|tgt1.0|vix<20,694,-0.0001,-0.00051,0.727,-8e-05,-8e-05,-0.00308,-0.00415,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|both|stop0.5|tgt1.0|vix<20,954,-8e-05,-0.00049,0.999,-8e-05,-8e-05,-0.00317,-0.00471,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or30|short|stop0.5|tgt1.0|vix<20,626,-0.00012,-0.0006,0.655,-8e-05,-8e-05,-0.00404,-0.00564,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ3_gap,q0|follow|exit1555|all,330,-0.00039,-0.0008,0.2,-8e-05,-8e-05,-0.02035,-0.03452,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1030_1400|short|all,1649,-8e-05,-0.00047,1.0,-8e-05,-8e-05,-0.01075,-0.01804,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|long|stop1.0|tgt1.0|vix>=20,511,-0.00012,0.00084,0.802,-9e-05,-9e-05,-0.0109,-0.01616,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|both|stop0.5|tgt2.0|all,1646,-9e-05,-0.00169,0.998,-9e-05,-9e-05,-0.00528,-0.00752,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ2_firsthour,thr0.01|follow|exit1200|vix>=20,113,-0.00052,9e-05,0.177,-9e-05,-9e-05,-0.01622,-0.02739,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ3_gap,q3|fade|exit1555|all,329,-0.00047,-0.00061,0.2,-9e-05,-9e-05,-0.01471,-0.0227,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,on_1800_0930|long|Thu,339,-9e-05,0.00072,1.0,-9e-05,-9e-05,-0.01559,-0.02755,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1530_1600|short|Tue,337,-9e-05,-4e-05,1.0,-9e-05,-9e-05,-0.00429,-0.00729,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or30|short|stop1.0|tgt1.0|all,1095,-0.00015,-0.00016,0.664,-0.0001,-0.0001,-0.01107,-0.01703,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ2_firsthour,thr0.005|fade|exit1200|vix>=20,310,-0.00021,-0.00098,0.487,-0.0001,-0.0001,-0.01259,-0.01654,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ2_firsthour,thr0.01|fade|exit1555|all,150,-0.00108,-0.00391,0.091,-0.0001,-0.0001,-0.02165,-0.03525,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ3_gap,q0|follow|exit1030|all,330,-0.00049,-0.00056,0.2,-0.0001,-0.0001,-0.01173,-0.01953,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ3_gap,q0|follow|exit1555|vix<20,154,-0.00059,-0.00111,0.161,-0.0001,-0.0001,-0.01567,-0.02115,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ3_gap,q4|fade|exit1030|vix>=20,190,-0.00033,-0.00086,0.298,-0.0001,-0.0001,-0.01181,-0.01771,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|long|stop0.5|tgt2.0|vix<20,730,-0.00014,-0.00142,0.764,-0.00011,-0.00011,-0.0032,-0.00501,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|short|stop0.5|tgt2.0|all,1217,-0.00015,-0.00165,0.738,-0.00011,-0.00011,-0.0054,-0.0076,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ2_firsthour,thr0.005|fade|exit1200|all,580,-0.00032,-0.00068,0.352,-0.00011,-0.00011,-0.00954,-0.01629,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ3_gap,q0|follow|exit1030|vix<20,154,-0.00068,-0.00104,0.161,-0.00011,-0.00011,-0.00924,-0.01465,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ3_gap,q1|follow|exit1030|all,329,-0.00054,-0.00047,0.2,-0.00011,-0.00011,-0.00899,-0.01667,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|both|stop0.5|tgt2.0|vix>=20,635,-0.00012,-0.00244,0.997,-0.00012,-0.00012,-0.00633,-0.00981,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or30|both|stop0.5|tgt1.0|vix<20,946,-0.00012,-0.00057,0.991,-0.00012,-0.00012,-0.0041,-0.00563,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ2_firsthour,thr0.003|fade|exit1200|all,910,-0.00022,-0.0004,0.552,-0.00012,-0.00012,-0.00864,-0.0156,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|long|stop0.5|tgt1.0|vix<20,730,-0.00017,-0.00081,0.764,-0.00013,-0.00013,-0.00311,-0.00501,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|short|stop1.0|tgt2.0|all,1217,-0.00018,-0.00235,0.738,-0.00013,-0.00013,-0.01011,-0.01501,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|both|stop0.5|tgt1.0|all,1646,-0.00013,0.0003,0.998,-0.00013,-0.00013,-0.00502,-0.00739,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ2_firsthour,thr0.005|fade|exit1555|vix<20,247,-0.00049,-0.00103,0.259,-0.00013,-0.00013,-0.01146,-0.01796,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,on_1800_0930|short|Fri,329,-0.00013,-0.00127,1.0,-0.00013,-0.00013,-0.01044,-0.02007,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1400_1600|short|Tue,337,-0.00013,-0.0004,1.0,-0.00013,-0.00013,-0.00725,-0.01725,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ6_globex,on_full|dax_up|short,844,-0.00026,-0.00076,0.504,-0.00013,-0.00013,-0.01173,-0.02077,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|short|stop0.5|tgt1.0|all,1217,-0.00019,-0.0005,0.738,-0.00014,-0.00014,-0.0051,-0.00756,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,0930_1030|long|Tue,337,-0.00014,-0.00038,1.0,-0.00014,-0.00014,-0.01015,-0.01525,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1400_1600|short|all,1649,-0.00014,-0.00034,1.0,-0.00014,-0.00014,-0.00807,-0.01954,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1530_1600|long|all,1649,-0.00014,-7e-05,1.0,-0.00014,-0.00014,-0.00528,-0.01079,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1530_1600|long|Thu,339,-0.00015,-7e-05,1.0,-0.00015,-0.00015,-0.00537,-0.01088,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or30|short|stop1.0|tgt1.0|vix>=20,431,-0.00023,0.00018,0.677,-0.00016,-0.00016,-0.01388,-0.02582,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ2_firsthour,thr0.005|fade|exit1200|vix<20,247,-0.00063,-0.00067,0.259,-0.00016,-0.00016,-0.00665,-0.01181,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ3_gap,q4|fade|exit1555|all,330,-0.0008,-0.00237,0.2,-0.00016,-0.00016,-0.02021,-0.0359,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ2_firsthour,thr0.003|fade|exit1200|vix<20,450,-0.00041,-0.00033,0.471,-0.00019,-0.00019,-0.00665,-0.01173,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1030_1400|long|Tue,337,-0.00019,0.00039,1.0,-0.00019,-0.00019,-0.01249,-0.01967,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|both|stop1.0|tgt1.0|all,1646,-0.0002,0.00031,0.998,-0.0002,-0.0002,-0.00966,-0.01422,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|both|stop1.0|tgt2.0|vix>=20,635,-0.0002,-0.00388,0.997,-0.0002,-0.0002,-0.01196,-0.01605,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|both|stop1.0|tgtNone|vix>=20,635,-0.00021,-0.00429,0.997,-0.00021,-0.00021,-0.01196,-0.01605,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,0930_1030|long|Fri,329,-0.00021,0.00015,1.0,-0.00021,-0.00021,-0.01011,-0.0165,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1400_1600|long|Thu,339,-0.00021,0.00012,1.0,-0.00021,-0.00021,-0.01015,-0.02264,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ5_vixregime,vixT0|prior_up|short,244,-0.00021,-0.00031,1.0,-0.00021,-0.00021,-0.01036,-0.01455,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|short|stop0.5|tgt2.0|vix>=20,483,-0.00029,-0.00254,0.758,-0.00022,-0.00022,-0.00665,-0.0106,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|both|stop0.5|tgt1.0|vix>=20,635,-0.00022,0.00108,0.997,-0.00022,-0.00022,-0.00601,-0.00826,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,on_1800_0930|short|Mon,326,-0.00023,-0.0007,1.0,-0.00023,-0.00023,-0.01245,-0.02052,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ2_firsthour,thr0.005|fade|exit1555|all,580,-0.0007,-0.00159,0.352,-0.00025,-0.00025,-0.01717,-0.03075,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ5_vixregime,vixT1|prior_up|short,238,-0.00025,-0.00068,1.0,-0.00025,-0.00025,-0.01544,-0.02195,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|short|stop1.0|tgt1.0|all,1217,-0.00036,-0.00027,0.738,-0.00026,-0.00026,-0.00981,-0.01501,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ2_firsthour,thr0.003|fade|exit1555|vix<20,450,-0.00056,-0.00099,0.471,-0.00026,-0.00026,-0.0113,-0.01726,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|short|stop0.5|tgt1.0|vix>=20,483,-0.00035,-0.00137,0.758,-0.00027,-0.00027,-0.00628,-0.00884,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1530_1600|short|Fri,329,-0.00027,-7e-05,1.0,-0.00027,-0.00027,-0.00554,-0.01317,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,0930_1030|short|all,1649,-0.00029,-0.00035,1.0,-0.00029,-0.00029,-0.00979,-0.0153,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ3_gap,q4|fade|exit1555|vix>=20,190,-0.00105,-0.00389,0.298,-0.00031,-0.00031,-0.02258,-0.03783,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1030_1400|short|Mon,326,-0.00032,-0.00078,1.0,-0.00032,-0.00032,-0.00959,-0.01549,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ2_firsthour,thr0.003|fade|exit1555|all,910,-0.00059,-0.00109,0.552,-0.00033,-0.00033,-0.0164,-0.02851,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,0930_1030|short|Wed,318,-0.00033,-0.00042,1.0,-0.00033,-0.00033,-0.00987,-0.01418,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ2_firsthour,thr0.01|fade|exit1555|vix>=20,113,-0.00191,-0.0048,0.177,-0.00034,-0.00034,-0.02364,-0.04177,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1030_1400|short|Thu,339,-0.00034,-0.00021,1.0,-0.00034,-0.00034,-0.01299,-0.02104,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1400_1600|short|Mon,326,-0.00037,-0.00018,1.0,-0.00037,-0.00037,-0.00857,-0.01696,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1530_1600|short|Mon,326,-0.00038,-0.00017,1.0,-0.00038,-0.00038,-0.00489,-0.01052,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ2_firsthour,thr0.003|fade|exit1555|vix>=20,426,-0.00063,-0.00181,0.669,-0.00042,-0.00042,-0.02144,-0.03176,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|short|stop1.0|tgt2.0|vix>=20,483,-0.00058,-0.00389,0.758,-0.00044,-0.00044,-0.0125,-0.0178,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|short|stop1.0|tgtNone|vix>=20,483,-0.00059,-0.00428,0.758,-0.00045,-0.00045,-0.0125,-0.0178,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1030_1400|short|Wed,318,-0.00049,-0.00077,1.0,-0.00049,-0.00049,-0.01043,-0.01917,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ2_firsthour,thr0.005|fade|exit1555|vix>=20,310,-0.00104,-0.00305,0.487,-0.0005,-0.0005,-0.02317,-0.03551,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,on_1800_0930|short|all,1648,-0.00052,-0.00099,1.0,-0.00052,-0.00052,-0.01237,-0.02329,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|both|stop1.0|tgt1.0|vix>=20,635,-0.00055,-0.00042,0.997,-0.00055,-0.00055,-0.0118,-0.01605,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ6_globex,on_full|none|short,1674,-0.00055,-0.00103,1.0,-0.00055,-0.00055,-0.01253,-0.02315,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,0930_1030|short|Thu,339,-0.00056,-0.00047,1.0,-0.00056,-0.00056,-0.0099,-0.01911,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
equities,F-EQ1_overnight,g30-50|locT2|volT3|long|next_close,101,-0.00143,-0.01594,0.402,-0.00058,-0.00058,-0.20211,-0.27187,0.0198,3633658,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,0930_1030|short|Mon,326,-0.00062,-0.00061,1.0,-0.00062,-0.00062,-0.00936,-0.01363,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ1_orb,or15|short|stop1.0|tgt1.0|vix>=20,483,-0.00084,-0.00152,0.758,-0.00064,-0.00064,-0.01229,-0.0178,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
equities,F-EQ1_overnight,g50-100|locT3|volT3|long|next_open,56,-0.00305,-0.03108,0.223,-0.00068,-0.00068,-0.26295,-0.62995,0.05357,3429905,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ5_vixregime,vixT2|prior_flat|long,82,-0.00071,-0.00098,1.0,-0.00071,-0.00071,-0.0235,-0.03538,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ5_vixregime,vixT1|prior_flat|short,93,-0.00074,-0.0009,1.0,-0.00074,-0.00074,-0.01588,-0.02355,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1400_1600|long|Wed,318,-0.00077,-7e-05,1.0,-0.00077,-0.00077,-0.01275,-0.02411,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ5_vixregime,vixT0|prior_dn|short,135,-0.00083,-0.00174,1.0,-0.00083,-0.00083,-0.01156,-0.01696,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1400_1600|short|Fri,329,-0.00084,-0.00083,1.0,-0.00084,-0.00084,-0.00954,-0.01868,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1030_1400|long|Fri,329,-0.00085,-0.00022,1.0,-0.00085,-0.00085,-0.0157,-0.02417,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,1530_1600|long|Wed,318,-0.00085,-0.00042,1.0,-0.00085,-0.00085,-0.00651,-0.01217,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ5_vixregime,vixT1|prior_dn|long,203,-0.00088,9e-05,1.0,-0.00088,-0.00088,-0.02141,-0.03103,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,on_1800_0930|short|Wed,318,-0.00097,-0.00117,1.0,-0.00097,-0.00097,-0.01207,-0.02224,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ5_vixregime,vixT0|prior_flat|short,149,-0.0011,-0.00136,1.0,-0.0011,-0.0011,-0.01195,-0.01938,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ4_timeofday,on_1800_0930|short|Tue,336,-0.00123,-0.00099,0.997,-0.00123,-0.00123,-0.0157,-0.03028,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
equities,F-EQ1_overnight,g50-100|locT3|volT2|short|next_close,79,0.00251,0.03243,0.315,0.00079,-0.00135,-0.46387,-0.64424,0.12658,1002415,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
equities,F-EQ1_overnight,g30-50|locT3|volT3|long|next_open,127,-0.003,-0.00427,0.506,-0.00152,-0.00152,-0.11421,-0.17146,0.0,4651408,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ5_vixregime,vixT2|prior_up|long,240,-0.00159,0.00055,1.0,-0.00159,-0.00159,-0.0311,-0.03964,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
equities,F-EQ1_overnight,g50-100|locT3|volT3|short|next_open,56,-0.00695,0.02108,0.223,-0.00155,-0.00185,-0.32729,-0.44789,0.125,3429905,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
equities,F-EQ1_overnight,g100+|locT2|volT3|short|next_close,91,0.01694,0.17788,0.363,0.00614,-0.0019,-0.95123,-2.12028,0.14286,6269055,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
nq,F-NQ5_vixregime,vixT2|prior_dn|short,265,-0.00256,-0.00349,1.0,-0.00256,-0.00256,-0.02735,-0.04719,0.0,50000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
options,F-OP1_putspread,otm0.06|w5|dte30|pt50,224,-0.01807,0.02169,0.176,-0.00317,-0.00317,-0.25202,-0.3131,0.05804,5000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
equities,F-EQ1_overnight,g30-50|locT3|volT3|short|next_open,127,-0.007,-0.00573,0.506,-0.00354,-0.00318,-0.18581,-0.26182,0.01575,4651408,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
options,F-OP1_putspread,otm0.06|w5|dte30|expiry,224,-0.02138,0.00471,0.157,-0.00336,-0.00336,-0.25202,-0.3131,0.05804,5000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
equities,F-EQ1_overnight,g30-50|locT2|volT3|short|next_close,101,-0.00857,0.00594,0.402,-0.00345,-0.00341,-0.21095,-0.89154,0.0297,3633658,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
equities,F-EQ5_catalyst_long,OTHER_NEWS|readany,329,-0.00292,-0.0437,1.311,-0.00383,-0.00383,-0.41342,-0.54577,0.12158,449523,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
equities,F-EQ1_overnight,g50-100|locT3|volT2|long|next_close,79,-0.01251,-0.04243,0.315,-0.00394,-0.00394,-0.36258,-0.46923,0.12658,1002415,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
equities,F-EQ4_nonews_recipe,readCONT|vwap_reclaim|close|stopNone,113,-0.01012,0.00971,0.45,-0.00456,-0.00456,-0.2195,-0.44111,0.04425,288944,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
options,F-OP1_putspread,otm0.04|w5|dte30|pt50,224,-0.02943,0.01342,0.171,-0.00504,-0.00504,-0.35004,-0.40218,0.15179,5000000,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
equities,F-EQ1_overnight,g30-50|locT2|volT1|long|next_close,285,-0.00454,-0.04903,1.135,-0.00516,-0.00516,-0.2548,-0.34866,0.05965,136252,"MINING — look-back, descriptive, uncorrected; NOT evidence; candidate-generation only"
