Date,ticker,close,era_slope,era_integrity,vol_zscore
2016-10-07,SPY,184.57345581054688,,,
2016-10-10,SPY,185.5348358154297,,,
2016-10-11,SPY,183.19155883789062,,,
2016-10-12,SPY,183.4319305419922,,,
2016-10-13,SPY,182.83106994628906,,,
2016-10-14,SPY,182.92550659179688,,,
2016-10-17,SPY,182.2903289794922,,,
2016-10-18,SPY,183.4319305419922,,,
2016-10-19,SPY,183.921142578125,,,
2016-10-20,SPY,183.5778350830078,,,
2016-10-21,SPY,183.66360473632812,,,
2016-10-24,SPY,184.4447021484375,,,
2016-10-25,SPY,183.8267059326172,,,
2016-10-26,SPY,183.4577178955078,,,
2016-10-27,SPY,182.96841430664062,,,
2016-10-28,SPY,182.4276885986328,,,
2016-10-31,SPY,182.43626403808594,,,
2016-11-01,SPY,181.11444091796875,,,
2016-11-02,SPY,180.0243377685547,,,
2016-11-03,SPY,179.20033264160156,,,
2016-11-04,SPY,179.00299072265625,,,
2016-11-07,SPY,182.95126342773438,,,
2016-11-08,SPY,183.77525329589844,,,
2016-11-09,SPY,185.7235870361328,,,
2016-11-10,SPY,186.18714904785156,,,
2016-11-11,SPY,185.7579803466797,,,
2016-11-14,SPY,185.90390014648438,,,
2016-11-15,SPY,187.35443115234375,,,
2016-11-16,SPY,187.00253295898438,,,
2016-11-17,SPY,187.96380615234375,,,
2016-11-18,SPY,187.54322814941406,,,
2016-11-21,SPY,188.95950317382812,,,
2016-11-22,SPY,189.32858276367188,,,
2016-11-23,SPY,189.43162536621094,,,
2016-11-25,SPY,190.1354217529297,,,
2016-11-28,SPY,189.24278259277344,,,
2016-11-29,SPY,189.61183166503906,,,
2016-11-30,SPY,189.1569366455078,,,
2016-12-01,SPY,188.46173095703125,,,
2016-12-02,SPY,188.5560760498047,,,
2016-12-05,SPY,189.6890869140625,,,
2016-12-06,SPY,190.2899169921875,,,
2016-12-07,SPY,192.779052734375,,,
2016-12-08,SPY,193.25106811523438,,,
2016-12-09,SPY,194.41844177246094,,,
2016-12-12,SPY,194.19525146484375,,,
2016-12-13,SPY,195.49134826660156,,,
2016-12-14,SPY,193.87770080566406,,,
2016-12-15,SPY,194.6759033203125,,,
2016-12-16,SPY,194.29513549804688,,,
2016-12-19,SPY,194.71820068359375,,,
2016-12-20,SPY,195.46937561035156,,,
2016-12-21,SPY,194.92544555664062,,,
2016-12-22,SPY,194.58877563476562,,,
2016-12-23,SPY,194.87368774414062,,,
2016-12-27,SPY,195.357177734375,,,
2016-12-28,SPY,193.7426300048828,,,
2016-12-29,SPY,193.69947814941406,,,
2016-12-30,SPY,192.99147033691406,,,
2017-01-03,SPY,194.46788024902344,,,
2017-01-04,SPY,195.624755859375,,,
2017-01-05,SPY,195.46937561035156,,,
2017-01-06,SPY,196.1687469482422,,,
2017-01-09,SPY,195.52117919921875,,,
2017-01-10,SPY,195.52117919921875,,,
2017-01-11,SPY,196.07374572753906,,,
2017-01-12,SPY,195.5816192626953,,,
2017-01-13,SPY,196.0305633544922,,,
2017-01-17,SPY,195.33982849121094,,,
2017-01-18,SPY,195.7715301513672,,,
2017-01-19,SPY,195.04632568359375,,,
2017-01-20,SPY,195.76290893554688,,,
2017-01-23,SPY,195.25352478027344,,,
2017-01-24,SPY,196.50543212890625,,,
2017-01-25,SPY,198.20632934570312,,,
2017-01-26,SPY,197.99905395507812,,,
2017-01-27,SPY,197.68829345703125,,,
2017-01-30,SPY,196.46224975585938,,,
2017-01-31,SPY,196.44496154785156,,,
2017-02-01,SPY,196.52268981933594,,,
2017-02-02,SPY,196.65220642089844,,,
2017-02-03,SPY,198.00770568847656,,,
2017-02-06,SPY,197.6537322998047,,,
2017-02-07,SPY,197.66238403320312,,,
2017-02-08,SPY,197.92140197753906,,,
2017-02-09,SPY,199.09555053710938,,,
2017-02-10,SPY,199.8812255859375,,,
2017-02-13,SPY,200.96913146972656,,,
2017-02-14,SPY,201.77203369140625,,,
2017-02-15,SPY,202.82537841796875,,,
2017-02-16,SPY,202.65272521972656,,,
2017-02-17,SPY,202.97215270996094,,,
2017-02-21,SPY,204.18089294433594,,,
2017-02-22,SPY,203.99960327148438,,,
2017-02-23,SPY,204.13772583007812,,,
2017-02-24,SPY,204.39671325683594,,,
2017-02-27,SPY,204.7161865234375,,,
2017-02-28,SPY,204.16357421875,,,
2017-03-01,SPY,207.0214080810547,,,
2017-03-02,SPY,205.7176513671875,,,
2017-03-03,SPY,205.84722900390625,,,
2017-03-06,SPY,205.2342529296875,,,
2017-03-07,SPY,204.6212158203125,,,
2017-03-08,SPY,204.24136352539062,,,
2017-03-09,SPY,204.5003204345703,,,
2017-03-10,SPY,205.21693420410156,,,
2017-03-13,SPY,205.32058715820312,,,
2017-03-14,SPY,204.53488159179688,,,
2017-03-15,SPY,206.30484008789062,,,
2017-03-16,SPY,205.89895629882812,,,
2017-03-17,SPY,205.53741455078125,,,
2017-03-20,SPY,205.31198120117188,,,
2017-03-21,SPY,202.67587280273438,,,
2017-03-22,SPY,203.15277099609375,,,
2017-03-23,SPY,202.93600463867188,,,
2017-03-24,SPY,202.78858947753906,,,
2017-03-27,SPY,202.58050537109375,,,
2017-03-28,SPY,204.05467224121094,,,
2017-03-29,SPY,204.24539184570312,,,
2017-03-30,SPY,204.8956756591797,,,
2017-03-31,SPY,204.4188232421875,,,
2017-04-03,SPY,204.06329345703125,,,
2017-04-04,SPY,204.19332885742188,,,
2017-04-05,SPY,203.58636474609375,,,
2017-04-06,SPY,204.15866088867188,,,
2017-04-07,SPY,203.9505157470703,,,
2017-04-10,SPY,204.07196044921875,,,
2017-04-11,SPY,203.8291473388672,,,
2017-04-12,SPY,202.93600463867188,,,
2017-04-13,SPY,201.61795043945312,,,
2017-04-17,SPY,203.4042205810547,,,
2017-04-18,SPY,202.79721069335938,,,
2017-04-19,SPY,202.4244384765625,,,
2017-04-20,SPY,204.07196044921875,,,
2017-04-21,SPY,203.4215850830078,,,
2017-04-24,SPY,205.6588134765625,,,
2017-04-25,SPY,206.85543823242188,,,
2017-04-26,SPY,206.72540283203125,,,
2017-04-27,SPY,206.89886474609375,,,
2017-04-28,SPY,206.44784545898438,,,
2017-05-01,SPY,206.96817016601562,,,
2017-05-02,SPY,207.04624938964844,,,
2017-05-03,SPY,206.79473876953125,,,
2017-05-04,SPY,207.0375213623047,,,
2017-05-05,SPY,207.8526611328125,,,
2017-05-08,SPY,207.81796264648438,,,
2017-05-09,SPY,207.62721252441406,,,
2017-05-10,SPY,208.0000762939453,,,
2017-05-11,SPY,207.57521057128906,,,
2017-05-12,SPY,207.2283172607422,,,
2017-05-15,SPY,208.3729705810547,,,
2017-05-16,SPY,208.18218994140625,,,
2017-05-17,SPY,204.48817443847656,,,
2017-05-18,SPY,205.31198120117188,,,
2017-05-19,SPY,206.64730834960938,,,
2017-05-22,SPY,207.6965789794922,,,
2017-05-23,SPY,208.1561737060547,,,
2017-05-24,SPY,208.64173889160156,,,
2017-05-25,SPY,209.63893127441406,,,
2017-05-26,SPY,209.5956268310547,,,
2017-05-30,SPY,209.41351318359375,,,
2017-05-31,SPY,209.36151123046875,,,
2017-06-01,SPY,211.02639770507812,,,
2017-06-02,SPY,211.7288360595703,,,
2017-06-05,SPY,211.57272338867188,,,
2017-06-06,SPY,210.89633178710938,,,
2017-06-07,SPY,211.28656005859375,,,
2017-06-08,SPY,211.39056396484375,,,
2017-06-09,SPY,211.06979370117188,,,
2017-06-12,SPY,211.02639770507812,,,
2017-06-13,SPY,212.05828857421875,,,
2017-06-14,SPY,211.7894744873047,,,
2017-06-15,SPY,211.38192749023438,,,
2017-06-16,SPY,211.4281005859375,,,
2017-06-19,SPY,213.1882781982422,,,
2017-06-20,SPY,211.75051879882812,,,
2017-06-21,SPY,211.6982421875,,,
2017-06-22,SPY,211.6023712158203,,,
2017-06-23,SPY,211.85508728027344,,,
2017-06-26,SPY,211.9945068359375,,,
2017-06-27,SPY,210.28663635253906,,,
2017-06-28,SPY,212.16876220703125,,,
2017-06-29,SPY,210.3040008544922,,,
2017-06-30,SPY,210.69613647460938,,,
2017-07-03,SPY,211.0534210205078,,,
2017-07-05,SPY,211.54135131835938,,,
2017-07-06,SPY,209.60693359375,,,
2017-07-07,SPY,210.96629333496094,,,
2017-07-10,SPY,211.19284057617188,,,
2017-07-11,SPY,211.03594970703125,,,
2017-07-12,SPY,212.62184143066406,,,
2017-07-13,SPY,212.97906494140625,,,
2017-07-14,SPY,213.97251892089844,,,
2017-07-17,SPY,213.9463348388672,,,
2017-07-18,SPY,214.05963134765625,,,
2017-07-19,SPY,215.21856689453125,,,
2017-07-20,SPY,215.31443786621094,,,
2017-07-21,SPY,215.12269592285156,,,
2017-07-24,SPY,215.07037353515625,,,
2017-07-25,SPY,215.59320068359375,,,
2017-07-26,SPY,215.6019744873047,,,
2017-07-27,SPY,215.40150451660156,,,
2017-07-28,SPY,215.14883422851562,,,
2017-07-31,SPY,215.02682495117188,,,
2017-08-01,SPY,215.506103515625,,,
2017-08-02,SPY,215.61073303222656,,,
2017-08-03,SPY,215.1924591064453,,,
2017-08-04,SPY,215.58453369140625,,,
2017-08-07,SPY,215.98532104492188,,,
2017-08-08,SPY,215.45375061035156,,,
2017-08-09,SPY,215.4451141357422,,,
2017-08-10,SPY,212.4040069580078,,,
2017-08-11,SPY,212.7177276611328,,,
2017-08-14,SPY,214.82638549804688,,,
2017-08-15,SPY,214.80027770996094,,,
2017-08-16,SPY,215.17495727539062,,,
2017-08-17,SPY,211.82020568847656,,,
2017-08-18,SPY,211.48910522460938,,,
2017-08-21,SPY,211.65467834472656,,,
2017-08-22,SPY,213.8679656982422,,,
2017-08-23,SPY,213.10110473632812,,,
2017-08-24,SPY,212.60446166992188,,,
2017-08-25,SPY,213.10110473632812,,,
2017-08-28,SPY,213.10980224609375,,,
2017-08-29,SPY,213.3538360595703,,,
2017-08-30,SPY,214.3646240234375,,,
2017-08-31,SPY,215.65420532226562,,,
2017-09-01,SPY,215.9591522216797,,,
2017-09-05,SPY,214.40817260742188,,,
2017-09-06,SPY,215.1400909423828,,,
2017-09-07,SPY,215.114013671875,,,
2017-09-08,SPY,214.86131286621094,,,
2017-09-11,SPY,217.1529541015625,,,
2017-09-12,SPY,217.88494873046875,,,
2017-09-13,SPY,217.98948669433594,,,
2017-09-14,SPY,217.9197998046875,,,
2017-09-15,SPY,218.21310424804688,,,
2017-09-18,SPY,218.67726135253906,,,
2017-09-19,SPY,218.89620971679688,,,
2017-09-20,SPY,218.9750213623047,,,
2017-09-21,SPY,218.38824462890625,,,
2017-09-22,SPY,218.4320526123047,,,
2017-09-25,SPY,217.98544311523438,,,
2017-09-26,SPY,218.1167755126953,,,
2017-09-27,SPY,218.96624755859375,,,
2017-09-28,SPY,219.2289581298828,,,
2017-09-29,SPY,219.99954223632812,,,
2017-10-02,SPY,220.95407104492188,,,
2017-10-03,SPY,221.42691040039062,,,
2017-10-04,SPY,221.68959045410156,,,
2017-10-05,SPY,223.00315856933594,,,
2017-10-06,SPY,222.74920654296875,,,
2017-10-09,SPY,222.38137817382812,,,
2017-10-10,SPY,222.96812438964844,,,
2017-10-11,SPY,223.3184356689453,,,
2017-10-12,SPY,222.98568725585938,,,
2017-10-13,SPY,223.25711059570312,,,
2017-10-16,SPY,223.55484008789062,,,
2017-10-17,SPY,223.71246337890625,,,
2017-10-18,SPY,223.93136596679688,,,
2017-10-19,SPY,223.9927215576172,,,
2017-10-20,SPY,225.14854431152344,,,
2017-10-23,SPY,224.27288818359375,,,
2017-10-24,SPY,224.66700744628906,,,
2017-10-25,SPY,223.55484008789062,,,
2017-10-26,SPY,223.8437957763672,,,
2017-10-27,SPY,225.6740264892578,,,
2017-10-30,SPY,224.8333740234375,,,
2017-10-31,SPY,225.18362426757812,,,
2017-11-01,SPY,225.4813232421875,,,
2017-11-02,SPY,225.5689239501953,,,
2017-11-03,SPY,226.322021484375,,,
2017-11-06,SPY,226.6723175048828,,,
2017-11-07,SPY,226.51466369628906,,,
2017-11-08,SPY,226.89996337890625,,,
2017-11-09,SPY,226.07679748535156,,,
2017-11-10,SPY,226.00677490234375,,,
2017-11-13,SPY,226.21688842773438,,,
2017-11-14,SPY,225.6915283203125,,,
2017-11-15,SPY,224.56185913085938,,,
2017-11-16,SPY,226.47093200683594,,,
2017-11-17,SPY,225.80532836914062,,,
2017-11-20,SPY,226.19061279296875,,,
2017-11-21,SPY,227.6705780029297,,,
2017-11-22,SPY,227.46920776367188,,,
2017-11-24,SPY,227.9945526123047,,,
2017-11-27,SPY,227.88075256347656,,,
2017-11-28,SPY,230.19256591796875,,,
2017-11-29,SPY,230.05245971679688,,,
2017-11-30,SPY,232.0665283203125,,,
2017-12-01,SPY,231.58489990234375,,,
2017-12-04,SPY,231.30467224121094,,,
2017-12-05,SPY,230.47279357910156,,,
2017-12-06,SPY,230.5166015625,,,
2017-12-07,SPY,231.24346923828125,,,
2017-12-08,SPY,232.5044708251953,,,
2017-12-11,SPY,233.2049560546875,,,
2017-12-12,SPY,233.61654663085938,,,
2017-12-13,SPY,233.5902099609375,,,
2017-12-14,SPY,232.6357421875,,,
2017-12-15,SPY,234.57301330566406,,,
2017-12-18,SPY,236.06044006347656,,,
2017-12-19,SPY,235.15390014648438,,,
2017-12-20,SPY,235.03070068359375,,,
2017-12-21,SPY,235.51478576660156,,,
2017-12-22,SPY,235.4531707763672,,,
2017-12-26,SPY,235.1715087890625,,,
2017-12-27,SPY,235.28594970703125,,,
2017-12-28,SPY,235.77008056640625,,,
2017-12-29,SPY,234.88111877441406,,,
2018-01-02,SPY,236.56211853027344,,,
2018-01-03,SPY,238.0584259033203,,,
2018-01-04,SPY,239.06178283691406,,,
2018-01-05,SPY,240.6549530029297,,,
2018-01-08,SPY,241.0950927734375,,,
2018-01-09,SPY,241.64071655273438,,,
2018-01-10,SPY,241.2710723876953,,,
2018-01-11,SPY,243.03143310546875,,,
2018-01-12,SPY,244.6156768798828,,,
2018-01-16,SPY,243.77955627441406,,,
2018-01-17,SPY,246.10313415527344,,,
2018-01-18,SPY,245.68948364257812,,,
2018-01-19,SPY,246.80726623535156,,,
2018-01-22,SPY,248.81417846679688,,,
2018-01-23,SPY,249.3421630859375,,,
2018-01-24,SPY,249.245361328125,,,
2018-01-25,SPY,249.3509979248047,,,
2018-01-26,SPY,252.23789978027344,,,
2018-01-29,SPY,250.56558227539062,,,
2018-01-30,SPY,247.99560546875,,,
2018-01-31,SPY,248.11871337890625,,,
2018-02-01,SPY,247.83709716796875,,,
2018-02-02,SPY,242.44161987304688,,,
2018-02-05,SPY,232.30215454101562,,,
2018-02-06,SPY,236.8790283203125,,,
2018-02-07,SPY,235.593994140625,,,
2018-02-08,SPY,226.75709533691406,,,
2018-02-09,SPY,230.16334533691406,,,
2018-02-12,SPY,233.54318237304688,,,
2018-02-13,SPY,234.1240997314453,,,
2018-02-14,SPY,237.2838592529297,,,
2018-02-15,SPY,240.31166076660156,,,
2018-02-16,SPY,240.38209533691406,,,
2018-02-20,SPY,238.87705993652344,,,
2018-02-21,SPY,237.68875122070312,,,
2018-02-22,SPY,237.99685668945312,,,
2018-02-23,SPY,241.7904052734375,,,
2018-02-26,SPY,244.59808349609375,,,
2018-02-27,SPY,241.5438690185547,,,
2018-02-28,SPY,239.09701538085938,,,
2018-03-01,SPY,235.620361328125,,,
2018-03-02,SPY,236.8349609375,,,
2018-03-05,SPY,239.57228088378906,,,
2018-03-06,SPY,240.17967224121094,,,
2018-03-07,SPY,240.09158325195312,,,
2018-03-08,SPY,241.25352478027344,,,
2018-03-09,SPY,245.4518280029297,,,
2018-03-12,SPY,245.14370727539062,,,
2018-03-13,SPY,243.5594482421875,,,
2018-03-14,SPY,242.30967712402344,,,
2018-03-15,SPY,242.04559326171875,,,
2018-03-16,SPY,242.30812072753906,,,
2018-03-19,SPY,239.029541015625,,,
2018-03-20,SPY,239.43600463867188,,,
2018-03-21,SPY,238.97659301757812,,,
2018-03-22,SPY,233.0028076171875,,,
2018-03-23,SPY,228.03643798828125,,,
2018-03-26,SPY,234.27532958984375,,,
2018-03-27,SPY,230.2898406982422,,,
2018-03-28,SPY,229.6094207763672,,,
2018-03-29,SPY,232.54336547851562,,,
2018-04-02,SPY,227.5238800048828,,,
2018-04-03,SPY,230.4400634765625,,,
2018-04-04,SPY,232.9055633544922,,,
2018-04-05,SPY,234.74368286132812,,,
2018-04-06,SPY,229.5122528076172,,,
2018-04-09,SPY,230.643310546875,,,
2018-04-10,SPY,234.31063842773438,0.0006832133944326699,0.9635226216988633,2.6155352861582193
2018-04-11,SPY,233.0823516845703,0.0006823697543880566,0.9631157667292649,2.585150976823086
2018-04-12,SPY,235.00001525878906,0.0006819108986338036,0.9628911085536954,2.5621608100942357
2018-04-13,SPY,234.31063842773438,0.0006815929998919758,0.962702993508616,2.521332347566369
2018-04-16,SPY,236.23704528808594,0.0006814428057722109,0.9626238476861881,2.4875323348929514
2018-04-17,SPY,238.76443481445312,0.0006814900911305105,0.9626443626193295,2.4622186723011024
2018-04-18,SPY,238.94126892089844,0.0006816922443644504,0.9627421365012563,2.425437549867462
2018-04-19,SPY,237.61569213867188,0.0006818100711005671,0.9628072819916309,2.402245035247752
2018-04-20,SPY,235.60084533691406,0.0006817227945308811,0.9627524853799362,2.37844544181345
2018-04-23,SPY,235.5655059814453,0.0006814783266130812,0.9626091962665763,2.3449165717265674
2018-04-24,SPY,232.39306640625,0.0006808877178097617,0.9621999107578534,2.339577076500766
2018-04-25,SPY,232.96742248535156,0.0006802892532656562,0.9618054679004331,2.304870168297231
2018-04-26,SPY,235.335693359375,0.0006799387382195282,0.9615986496692188,2.300850534426349
2018-04-27,SPY,235.55662536621094,0.000679632565974091,0.961415420230298,2.2738550084530953
2018-04-30,SPY,233.7451171875,0.0006789022878289098,0.9609870211827305,2.2628653196637356
2018-05-01,SPY,234.16043090820312,0.0006780592750962646,0.9605416941189031,2.236600165552717
2018-05-02,SPY,232.5874786376953,0.0006772176104815015,0.959999863819541,2.224613458632799
2018-05-03,SPY,232.074951171875,0.0006760912853404172,0.9593349754207768,2.2013163412962493
2018-05-04,SPY,235.07949829101562,0.0006751094346523773,0.9589019137386837,2.214646165808927
2018-05-07,SPY,235.87478637695312,0.0006741744714382602,0.9585181217272013,2.1899304398776804
2018-05-08,SPY,235.87478637695312,0.0006732975069975299,0.9581340966172802,2.166780535620846
2018-05-09,SPY,238.15469360351562,0.0006726387622539351,0.9578932695143818,2.1634207916842145
2018-05-10,SPY,240.38162231445312,0.0006724629542648387,0.9578248523858094,2.158736849834231
2018-05-11,SPY,241.11514282226562,0.0006721078923996671,0.9577224921523829,2.136531936870947
2018-05-14,SPY,241.22999572753906,0.000671741128549193,0.957617665054081,2.1140028109013906
2018-05-15,SPY,239.56863403320312,0.0006709744837685759,0.9574111318759142,2.100599739294557
2018-05-16,SPY,240.57603454589844,0.0006705091043756297,0.9572654056529327,2.082833101911123
2018-05-17,SPY,240.37278747558594,0.0006697723899898949,0.9570867984830456,1.9854966826713023
2018-05-18,SPY,239.77183532714844,0.0006689533335009477,0.9568715109327562,1.9677178590069058
2018-05-21,SPY,241.57460021972656,0.0006681986986095671,0.9567421431225265,1.9536983295979315
2018-05-22,SPY,240.90304565429688,0.0006674964507976658,0.9565714830913736,1.9352290552722577
2018-05-23,SPY,241.56570434570312,0.000666796512148345,0.9564263269210125,1.9195735007675054
2018-05-24,SPY,241.0709228515625,0.0006663224824732525,0.9562710534632834,1.9047159525758504
2018-05-25,SPY,240.4965362548828,0.0006659230468804466,0.9561107777076683,1.8873367005498114
2018-05-29,SPY,237.7305908203125,0.0006652293970670596,0.9557659352525928,1.9046390080927562
2018-05-30,SPY,240.90304565429688,0.0006649225837572624,0.9556362385781634,1.924486071860444
2018-05-31,SPY,239.4272003173828,0.0006643977967795019,0.955396607886651,1.9184725325900156
2018-06-01,SPY,241.77784729003906,0.0006641241269501195,0.955289216869761,1.9096862606014315
2018-06-04,SPY,242.92669677734375,0.0006640057774277299,0.955244481635401,1.8966144903684918
2018-06-05,SPY,243.10342407226562,0.0006638052348108501,0.9551748815200488,1.8813820940411852
2018-06-06,SPY,245.13577270507812,0.0006638922072560796,0.9552027321411222,1.8766184909894394
2018-06-07,SPY,245.10940551757812,0.0006639843865319759,0.9552335342068058,1.8619977708686037
2018-06-08,SPY,245.833984375,0.0006641941554296638,0.9553042315388502,1.849110502748729
2018-06-11,SPY,246.160888671875,0.0006643739097651199,0.9553609260223753,1.834504104586812
2018-06-12,SPY,246.4790802001953,0.0006643294979184772,0.955350851988056,1.821010991724254
2018-06-13,SPY,245.69261169433594,0.0006639962459561442,0.9552878973332692,1.8070419493628216
2018-06-14,SPY,246.31117248535156,0.0006636449938708359,0.95523488137541,1.7942306667961916
2018-06-15,SPY,245.9969482421875,0.0006631995251228698,0.9551686969731968,1.7810464571209825
2018-06-18,SPY,245.490966796875,0.000662744928056704,0.9550829937362416,1.7701573659716285
2018-06-19,SPY,244.5500946044922,0.0006620808581162948,0.9549584247683603,1.7497768423294648
2018-06-20,SPY,244.9671630859375,0.0006615782563771742,0.9548455213032876,1.7272791702832155
2018-06-21,SPY,243.4315948486328,0.0006609643071521622,0.9546623053674865,1.7254912883012559
2018-06-22,SPY,243.87551879882812,0.0006603253350973751,0.9544910256062114,1.7143755577947444
2018-06-25,SPY,240.55563354492188,0.0006596398086595076,0.954156905292803,1.744469010311719
2018-06-26,SPY,241.08819580078125,0.0006581137304577418,0.953909530787773,1.7335828407994527
2018-06-27,SPY,239.09100341796875,0.0006559330335454423,0.9537485819522843,1.723134571934463
2018-06-28,SPY,240.4580078125,0.0006542780859128602,0.9534693577266002,1.7033220167828034
2018-06-29,SPY,240.80413818359375,0.0006530260777761545,0.9531009825352454,1.675274484973894
2018-07-02,SPY,241.3190155029297,0.0006521160723393977,0.9527480263366402,1.6651943790380799
2018-07-03,SPY,240.46685791015625,0.0006511442818354764,0.952326830582707,1.6581673810696924
2018-07-05,SPY,242.42848205566406,0.0006501656286048807,0.9520325359758539,1.6590930026611668
2018-07-06,SPY,244.47909545898438,0.0006494981062463403,0.9518472663578442,1.6425014547519794
