date,ticker,prev_close,price_1030,gain_1030,cum_vol_1030,vwap_1030,read,C1,C2,C3,C4,E1,E2,E3,E4,entry_open_1030,close_eod,outcome_pct,n_slice_bars,active_proxy,boundary_leak_zone
2025-08-14,AERT,5.6,8.88,0.5857,3599082,8.9944,EX,0,0,1,0,1,1,1,0,8.881,8.72,-0.0181,12,1,0
2025-08-14,BMRA,3.03,4.06,0.3399,10745978,4.0727,UNC,0,1,0,0,1,0,1,0,4.05,3.4751,-0.142,12,1,0
2025-08-14,RSLS,3.2,4.163,0.3009,6940768,3.8854,CONT,1,1,1,1,0,0,0,0,4.1699,3.89,-0.0671,12,0,0
2025-08-14,SNOA,3.052,5.43,0.7792,11323587,5.8401,EX,0,0,0,0,1,1,1,0,5.41,5.26,-0.0277,12,1,0
2025-08-14,TRIB,1.0103,2.4,1.3755,35189946,1.8472,CONT,1,1,1,1,0,0,1,0,2.4,1.91,-0.2042,12,1,0
2025-08-14,WULF,5.46,7.8661,0.4407,75638694,7.3078,CONT,1,1,1,1,0,0,1,0,7.87,8.71,0.1067,12,1,0
2025-08-14,XOS,3.49,5.04,0.4441,10561039,5.0243,UNC,1,1,1,1,0,1,1,1,5.022,3.8397,-0.2354,12,1,0
2025-08-14,XPON,1.31,5.1935,2.9645,128959558,4.3151,CONT,1,1,1,1,0,0,1,0,5.1903,2.03,-0.6089,12,1,0
2025-08-15,BSLK,8.5,13.36,0.5718,7988760,11.1068,CONT,1,1,1,1,0,0,0,0,13.36,8.7825,-0.3426,11,0,0
2025-08-15,PGEN,1.85,2.9601,0.6001,35521541,2.767,CONT,1,1,1,1,0,0,1,0,2.9612,2.94,-0.0072,12,1,0
2025-08-15,PPSI,3.11,4.48,0.4405,42344007,5.0994,EX,0,0,0,0,1,1,1,0,4.485,4.325,-0.0357,12,1,0
2025-08-15,SRXH,16.25,37.77,1.3243,4802843,36.2142,CONT,1,1,1,1,0,0,0,1,37.78,28.81,-0.2374,12,1,0
2025-08-18,DHAI,5.985,8.693,0.4525,1656465,8.0636,CONT,1,1,1,1,0,0,0,0,8.688,7.377,-0.1509,12,0,0
2025-08-18,GDRX,3.73,4.9,0.3137,19294317,4.8343,UNC,1,1,1,1,0,1,1,0,4.9091,5.11,0.0409,12,1,0
2025-08-18,MB,3.55,6.13,0.7268,803544,5.6432,CONT,1,1,1,1,0,0,0,0,6.13,6.35,0.0359,10,1,0
2025-08-18,PPCB,71.75,204,1.8432,1303272,205.8621,UNC,0,1,1,1,1,1,1,0,204,144.5,-0.2917,12,1,0
2025-08-18,SNGX,2.78,4.1912,0.5076,39083704,4.1979,UNC,0,1,1,0,1,0,1,0,4.1901,4.9599,0.1837,12,1,0
2025-08-18,VTAK,2.61,3.65,0.3985,12880473,3.9512,EX,0,0,0,0,1,1,1,0,3.655,3.9699,0.0862,12,1,0
2025-08-19,GXAI,1.1,2.35,1.1364,98216624,1.9603,CONT,1,1,1,1,0,0,0,0,2.3409,2.0499,-0.1243,12,1,0
2025-08-19,LASE,2.46,4.345,0.7663,40572786,4.7152,EX,0,0,0,0,1,1,1,0,4.345,3.94,-0.0932,12,1,0
2025-08-19,PLYM,14.64,22.175,0.5147,1939096,22.0708,CONT,1,1,1,1,0,0,1,0,22.1941,21.56,-0.0286,12,0,0
2025-08-19,PRFX,6.7,12.35,0.8433,13916580,14.875,EX,0,0,0,0,1,1,1,0,12.35,11.7,-0.0526,12,1,0
2025-08-20,SISI,4.95,6.63,0.3394,10527992,7.1255,EX,0,0,0,0,1,1,1,0,6.64,6.7001,0.0091,12,0,0
2025-08-21,APM,1.27,2.93,1.3071,73558494,2.8536,CONT,1,1,0,1,0,0,1,0,2.92,4.2299,0.4486,12,1,0
2025-08-21,PTIX,2.28,5.745,1.5197,78580381,4.9844,CONT,1,1,1,1,0,0,1,0,5.74,4.25,-0.2596,12,0,0
2025-08-21,SLQT,1.83,2.5446,0.3905,8509322,2.4172,CONT,1,1,1,1,0,0,1,0,2.55,2.59,0.0157,12,1,0
2025-08-22,EEIQ,8.685,22.74,1.6183,5312008,24.5684,UNC,0,1,1,0,1,0,1,0,22.72,19.84,-0.1268,12,1,0
2025-08-22,ELAB,158.76,268.79,0.6931,942331,264.7058,CONT,1,1,1,1,0,0,1,0,268.38,197.4,-0.2645,12,1,0
2025-08-22,TCRT,1.89,2.7099,0.4338,3380000,2.6602,CONT,1,1,1,1,0,0,0,0,2.69,1.82,-0.3234,11,1,0
2025-08-25,AEHR,18.1,23.91,0.321,4560660,23.6685,UNC,1,1,1,1,0,1,1,0,23.84,24.55,0.0298,12,1,0
2025-08-25,HCWB,20.71,37.01,0.7871,7104185,38.9654,UNC,0,1,1,1,1,0,1,0,36.96,33,-0.1071,11,1,0
2025-08-25,OPAD,15.4,25.75,0.6721,2746982,25.1342,CONT,1,1,1,1,0,0,1,0,25.7,36.1,0.4047,12,1,0
2025-08-25,STSS,7.355,12.53,0.7036,7901241,11.9344,CONT,1,1,1,1,0,0,0,0,12.51,10.12,-0.191,12,0,0
2025-08-25,THAR,4.72,7.3799,0.5635,12160646,6.2701,CONT,1,1,1,1,0,0,0,0,7.37,7.695,0.0441,12,0,0
2025-08-26,ALLR,0.9413,2.0601,1.1886,137543975,2.059,CONT,1,0,1,1,0,0,1,0,2.0689,1.4365,-0.3057,12,1,0
2025-08-26,HKPD,1.05,2.12,1.019,78546720,2.036,CONT,1,1,1,1,0,0,0,0,2.125,1.435,-0.3247,12,1,0
2025-08-26,SATS,29.88,54.39,0.8203,16967726,53.1122,UNC,1,1,1,1,0,1,1,0,54.38,50.88,-0.0644,12,1,0
2025-08-26,STKH,4.334,5.762,0.3295,2472170,6.2325,UNC,0,1,1,0,1,1,1,1,5.822,5.758,-0.011,12,1,0
2025-08-27,DEVS,2.205,3.0897,0.4012,10996937,3.59,UNC,0,1,1,0,1,1,1,1,3.0602,2.6399,-0.1373,12,1,0
2025-08-27,MDB,214.34,283.7751,0.3239,7546505,282.699,UNC,1,1,1,1,0,1,1,0,283.775,295.52,0.0414,12,1,0
2025-08-27,NAMI,25.75,42.5,0.6505,1159811,44.0776,UNC,0,1,1,1,1,1,1,0,42.75,34.25,-0.1988,12,1,0
2025-08-27,NBY,4.494,8.202,0.8251,7397667,8.6195,EX,0,0,0,0,1,1,1,0,8.25,7.7,-0.0667,12,0,0
2025-08-27,STSS,9.73,14.27,0.4666,1362478,12.3957,CONT,1,1,1,1,0,0,0,0,14.7,14.82,0.0082,12,0,0
2025-08-27,WAI,2.828,6.49,1.2949,7287541,6.6955,UNC,0,1,1,1,1,1,0,0,6.49,3.327,-0.4874,12,1,0
2025-08-28,CWD,1.7,2.7467,0.6157,51168104,3.0475,EX,0,0,0,0,1,1,1,1,2.75,4.45,0.6182,12,1,0
2025-08-28,OPAD,33.6,44.6,0.3274,1619011,41.9206,CONT,1,1,1,1,0,0,0,0,44.7,62.25,0.3926,12,1,0
2025-08-28,PTNM,1.61,2.2506,0.3979,6442064,2.0904,UNC,1,1,1,1,0,1,1,0,2.2506,2.13,-0.0536,12,0,0
2025-08-28,SOGP,3.8,6.2999,0.6579,24344156,6.2279,CONT,1,1,1,1,0,0,0,0,6.2901,12.335,0.961,12,1,0
2025-08-28,THAR,4.96,6.82,0.375,9000795,6.2968,CONT,1,1,1,1,0,0,0,1,6.8127,6.07,-0.109,12,0,0
2025-08-28,WAI,3.5,5.118,0.4623,2180590,5.1486,EX,0,0,0,0,1,1,1,1,5.133,4.713,-0.0818,12,1,0
2025-08-29,DUO,1.56,2.1599,0.3846,12659505,2.2223,UNC,0,1,0,1,1,0,0,1,2.155,2.4,0.1137,12,1,0
2025-08-29,GMHS,1.13,2.0385,0.804,34236111,2.3422,EX,0,0,0,0,1,1,1,0,2.03,1.8999,-0.0641,12,1,0
2025-08-29,IPDN,1.93,5.9399,2.0777,84392016,4.2514,CONT,1,1,1,1,0,0,0,0,5.94,6.7,0.1279,12,1,0
2025-08-29,MOVE,4.548,7.502,0.6495,4578152,8.5091,EX,0,0,1,0,1,1,1,0,7.476,7.807,0.0443,12,1,0
2025-09-02,ASNS,3.62,4.714,0.3022,7060312,5.402,EX,0,0,0,0,1,1,1,0,4.716,4.579,-0.0291,12,0,0
2025-09-02,CYTK,35.33,48.3,0.3671,4689124,47.3684,CONT,1,1,1,1,0,0,1,0,48.3144,49.61,0.0268,12,1,0
2025-09-02,HWH,1.44,4.0103,1.7849,69771461,3.5472,CONT,1,1,1,1,0,0,1,0,4.0097,4.72,0.1771,12,1,0
2025-09-02,IONS,42.635,55.7309,0.3072,4833381,53.7214,CONT,1,1,1,1,0,0,0,1,55.83,57.44,0.0288,12,1,0
2025-09-02,LAWR,1.96,3.2219,0.6438,20538725,3.3233,UNC,0,1,0,1,1,1,1,0,3.23,3.31,0.0248,12,0,0
2025-09-02,MLYS,15.48,28.97,0.8714,7857173,26.5423,CONT,1,1,1,1,0,0,1,0,28.9778,28.86,-0.0041,12,1,0
2025-09-02,MNKD,4.59,6.02,0.3115,7422416,5.975,UNC,1,1,0,1,0,1,1,1,6.015,5.74,-0.0457,12,1,0
2025-09-02,NUKK,4.87,6.88,0.4127,28776574,6.573,UNC,1,1,1,1,0,1,1,0,6.8748,5.34,-0.2233,12,0,0
2025-09-02,SHFS,2.405,3.6599,0.5218,8725960,3.7327,UNC,0,1,1,0,1,1,1,0,3.65,3.66,0.0027,12,1,0
2025-09-02,SOGP,11.99,21.49,0.7923,4813456,17.0136,CONT,1,1,1,1,0,0,0,0,22.03,21.7644,-0.0121,12,1,0
2025-09-02,SSKN,2.38,3.35,0.4076,11425079,3.4933,EX,0,1,0,0,1,1,1,0,3.3554,2.85,-0.1506,12,0,0
2025-09-02,UTHR,304.765,419.28,0.3757,970781,423.4738,EX,0,1,0,0,1,1,1,1,419.26,404.56,-0.0351,12,1,0
2025-09-02,UUU,3.3,5.9954,0.8168,13858129,5.7336,UNC,1,0,0,1,0,0,0,0,5.97,5.7808,-0.0317,12,1,0
2025-09-03,AIHS,2.4,7.1099,1.9625,80411387,6.0652,CONT,1,1,1,1,0,0,0,0,7.1097,3.86,-0.4571,12,1,0
2025-09-03,BTBD,1.85,3.6791,0.9887,45792755,3.8667,EX,0,0,0,0,1,1,1,0,3.675,3.02,-0.1782,12,1,0
2025-09-03,STI,3.28,6.15,0.875,11319931,6.8229,EX,0,0,1,0,1,1,1,0,6.155,7.01,0.1389,12,1,0
2025-09-04,AEO,13.62,17.835,0.3095,39550695,17.8353,UNC,0,1,0,1,1,1,1,0,17.831,18.8,0.0543,12,1,0
2025-09-04,BBLG,2.07,3.67,0.7729,56344059,3.3541,CONT,1,1,1,1,0,0,0,0,3.66,2.86,-0.2186,12,1,0
2025-09-04,BRIA,2.5599,3.79,0.4805,5274590,4.283,EX,0,0,0,0,1,1,1,0,3.7914,4.1642,0.0983,12,1,0
2025-09-04,BSLK,2.89,3.93,0.3599,9607980,4.5063,EX,0,0,1,0,1,1,1,0,3.9281,4.245,0.0807,12,0,0
2025-09-04,CIGL,1.47,3.1399,1.136,45584870,3.6176,UNC,0,1,1,0,1,1,1,0,3.1397,2.91,-0.0732,12,0,0
2025-09-04,DLTH,2.36,3.5009,0.4834,6852787,3.6685,UNC,0,1,0,1,1,0,0,0,3.51,3.58,0.0199,12,1,0
2025-09-04,ZNB,137,277.87,1.0282,903493,288.2456,UNC,0,1,1,0,1,1,1,0,277.5,129,-0.5351,12,1,0
2025-09-05,HOUR,1.89,4.14,1.1905,57340557,3.7692,CONT,1,1,1,1,0,0,0,0,4.15,3.6299,-0.1253,12,1,0
2025-09-05,PAPL,4.14,6.94,0.6763,30910173,7.2336,UNC,0,1,1,1,1,1,1,0,6.921,6.6206,-0.0434,12,1,0
2025-09-05,SCAG,3.62,4.78,0.3204,10159658,5.6251,EX,0,0,1,0,1,1,1,0,4.7732,4.89,0.0245,12,1,0
2025-09-05,VEEE,71.78,103.6,0.4433,765011,112.4614,EX,0,0,0,0,1,1,1,0,103.6,105.68,0.0201,12,1,0
2025-09-08,FORD,16.355,27.43,0.6772,602509,27.4039,UNC,1,1,0,0,0,1,1,1,27.2134,25.16,-0.0755,11,0,0
2025-09-08,HOUR,3.64,5.85,0.6071,19936364,5.887,UNC,0,1,0,1,1,0,0,1,5.45,5.591,0.0259,10,1,0
2025-09-08,LDI,2.89,3.915,0.3547,19363565,3.7591,CONT,1,1,1,1,0,0,1,0,3.9135,3.805,-0.0277,12,1,0
2025-09-08,OCTO,1.45,43.8294,29.2272,20821729,33.3167,UNC,1,1,1,1,0,0,1,1,43.35,45.9,0.0588,10,0,0
2025-09-08,PL,6.53,8.725,0.3361,23470002,8.0956,CONT,1,1,1,1,0,0,1,0,8.72,9.67,0.1089,12,1,0
2025-09-08,RAPP,14.36,33.5,1.3329,2699978,38.0695,EX,0,0,0,0,1,1,1,1,33.6429,31.5,-0.0637,12,1,0
2025-09-08,SKYQ,3.321,5.842,0.7591,8715249,5.5228,UNC,1,1,0,1,0,1,1,1,5.822,5.68,-0.0244,12,1,0
2025-09-08,XAIR,2.21,4.21,0.905,89727647,4.1611,CONT,1,1,1,1,0,0,1,0,4.2113,3.32,-0.2116,12,1,0
2025-09-09,BON,1.54,2.08,0.3506,19784129,2.623,EX,0,0,0,0,1,1,1,0,2.08,1.98,-0.0481,12,1,0
2025-09-09,CWD,2.15,20.56,8.5628,21591597,25.0966,UNC,0,0,0,0,1,1,0,0,20.542,9.11,-0.5565,12,1,0
2025-09-09,JEM,5.9,10.66,0.8068,2675229,13.7677,EX,0,0,1,0,1,1,1,0,10.62,13.38,0.2599,12,1,0
2025-09-09,MMA,0.85,2.55,2.0,84146599,2.3739,CONT,1,1,1,1,0,0,1,0,2.56,1.46,-0.4297,11,1,0
2025-09-09,NBIS,64.06,87.42,0.3647,26597379,90.0138,EX,0,0,0,0,1,1,1,0,87.3415,95.64,0.095,12,1,0
2025-09-09,PTNM,2.74,4,0.4599,6097291,4.2932,UNC,0,1,1,0,1,0,0,0,3.97,4.54,0.1436,11,0,0
2025-09-09,SBLX,5.33,8.35,0.5666,941245,6.6214,CONT,1,1,1,1,0,0,0,0,9.6,6.36,-0.3375,11,0,0
2025-09-09,TRML,30.18,47.68,0.5799,8237439,47.6234,CONT,1,1,1,1,0,0,1,0,47.68,47.635,-0.0009,12,0,0
2025-09-09,VERI,2.63,3.5489,0.3494,8227275,3.4214,CONT,1,1,1,1,0,0,0,0,3.545,3.84,0.0832,12,1,0
2025-09-09,YOUL,1.76,3.1898,0.8124,31795310,3.6564,EX,0,1,0,0,1,1,1,0,3.1884,2.211,-0.3065,12,1,0
2025-09-09,ZONE,3.51,4.685,0.3348,3850984,4.6812,UNC,1,1,1,1,0,1,1,0,4.72,4.46,-0.0551,12,1,0
2025-09-10,AEHL,22.2,34.62,0.5595,685688,41.072,UNC,0,0,0,0,1,1,0,0,34.62,26.58,-0.2322,11,1,0
2025-09-10,AIRE,12.5,17.01,0.3608,925999,15.9263,CONT,1,1,1,1,0,0,0,0,17.12,17.06,-0.0035,12,1,0
2025-09-10,ASST,125.6,180,0.4331,691802,233.3624,EX,0,0,0,0,1,1,1,0,180.28,160.8,-0.1081,10,1,0
2025-09-10,CAMP,1.99,2.77,0.392,7554927,3.1358,EX,0,0,0,0,1,1,1,0,2.7799,2.8098,0.0108,12,1,0
2025-09-10,CRWU,14.25,19.8,0.3895,869533,19.5465,CONT,1,1,0,1,0,0,1,0,19.6871,18.95,-0.0374,12,1,0
2025-09-10,CUPR,5.616,16.09,1.865,1022690,14.9123,CONT,1,1,1,1,0,0,1,0,16.16,13.05,-0.1925,10,1,0
2025-09-10,CWVX,58.15,80.8,0.3895,1652681,79.1702,CONT,1,1,1,1,0,0,1,0,80.9,77.5,-0.042,12,1,0
2025-09-10,EDHL,6.914,15.52,1.2447,913228,13.3284,CONT,1,1,1,1,0,0,1,0,13.12,13.14,0.0015,11,1,0
2025-09-10,JBDI,2.15,3.81,0.7721,3691884,4.0923,EX,0,1,0,0,1,1,1,0,3.81,4.77,0.252,12,1,0
2025-09-10,ORCL,241.51,335.16,0.3878,44445710,330.3896,CONT,1,1,1,1,0,0,1,0,335.19,328.44,-0.0201,12,1,0
2025-09-10,ORCX,97.89,173.1,0.7683,1110160,171.16,CONT,1,1,1,1,0,0,1,0,173.31,167.76,-0.032,12,1,0
2025-09-10,PBPB,12.93,17.005,0.3152,3447350,17.0184,EX,0,1,0,0,1,1,1,1,17.005,16.98,-0.0015,12,0,1
2025-09-10,PTNM,4.53,6.7422,0.4883,5222909,6.6393,CONT,1,1,1,1,0,0,0,1,6.72,7.99,0.189,12,0,0
2025-09-10,RBNE,142.5,229.24,0.6087,514151,297.9425,EX,0,0,0,0,1,1,1,1,228.79,173.25,-0.2428,12,1,0
2025-09-10,SPHL,3.52,5.162,0.4665,810678,4.6751,CONT,1,1,1,1,0,0,0,1,5.177,5.118,-0.0114,12,1,0
2025-09-10,WLDS,9.18,46.99,4.1187,5089073,61.4449,EX,0,0,0,0,1,1,1,0,46.89,47.7,0.0173,12,1,0
2025-09-11,AIRE,17.5,25.37,0.4497,1771872,24.6654,CONT,1,1,1,1,0,0,0,0,25.26,30.47,0.2063,12,1,0
2025-09-11,AMST,2.68,3.4845,0.3002,10721831,4.0858,EX,0,0,0,0,1,1,1,0,3.4608,3.92,0.1327,12,1,0
2025-09-11,GRI,43.68,60.48,0.3846,1215596,69.4801,EX,0,1,0,0,1,1,1,0,60.76,57.68,-0.0507,12,1,0
2025-09-11,MAZE,16.02,22.91,0.4301,1176898,23.3914,UNC,0,1,1,1,1,1,1,0,22.91,24.79,0.0821,12,1,0
2025-09-11,MOGU,2.5,4.85,0.94,22351012,6.3312,EX,0,0,0,0,1,1,1,1,4.86,4.72,-0.0288,12,1,0
2025-09-11,OPEN,5.86,8.85,0.5102,310522837,8.4923,UNC,1,1,1,1,0,0,1,1,8.85,10.475,0.1836,12,1,0
2025-09-11,TGL,17.84,30.6,0.7152,634142,29.0794,CONT,1,1,1,1,0,0,0,0,30.5,26.4,-0.1344,12,1,0
2025-09-11,VNCE,1.66,3.1691,0.9091,12262494,3.3605,EX,0,0,0,0,1,1,1,0,3.1601,3.14,-0.0064,12,1,0
2025-09-11,WLDS,46.62,80.37,0.7239,2102693,67.4579,CONT,1,1,1,1,0,0,0,0,82.71,72.9,-0.1186,12,1,0
2025-09-11,ZDAI,6.675,9.549,0.4306,4739832,11.3998,UNC,0,1,1,0,1,0,1,0,9.558,9.546,-0.0013,12,1,0
2025-09-12,GCTK,4.87,9.3999,0.9302,7430478,9.6863,EX,0,0,1,0,1,1,1,0,9.37,10.59,0.1302,11,1,0
2025-09-12,HUIZ,2.83,3.78,0.3357,1602984,3.7556,UNC,1,1,1,0,0,0,1,1,3.8034,4.26,0.1201,12,1,0
2025-09-12,IONX,108.56,149.17,0.3741,805005,137.1123,CONT,1,1,1,1,0,0,1,0,148.29,148.34,0.0003,12,1,0
2025-09-12,RGTX,50.44,69,0.368,1161916,63.3635,CONT,1,1,1,1,0,0,1,0,69.03,64.74,-0.0621,12,1,0
2025-09-12,VSTD,1.29,2.0799,0.6123,15588269,2.1185,UNC,0,1,0,1,1,0,1,0,2.0758,2.1393,0.0306,12,1,0
2025-09-15,BIAF,8.1,10.88,0.3432,3228840,11.6373,UNC,0,1,1,0,1,0,1,0,10.87,10.5,-0.034,12,1,0
2025-09-15,GLUE,4.81,6.52,0.3555,6985811,6.7444,EX,0,1,0,0,1,1,1,1,6.52,6.915,0.0606,12,1,0
2025-09-15,HSDT,7.56,18.49,1.4458,2053026,20.7855,UNC,0,0,0,0,1,1,0,0,18.41,18.13,-0.0152,11,1,0
2025-09-15,NAOV,6.49,14.36,1.2126,18288390,13.0351,UNC,1,1,1,1,0,0,1,1,14.39,10.77,-0.2516,12,0,0
2025-09-15,RCEL,4.56,6.0478,0.3263,2468473,5.8448,CONT,1,1,1,1,0,0,1,0,6.0303,6.77,0.1227,12,1,0
2025-09-16,APVO,25.92,34.39,0.3268,2583653,41.215,EX,0,0,0,0,1,1,1,1,34.56,26.83,-0.2237,12,1,0
2025-09-16,BREA,6.85,14.3,1.0876,1487317,11.1941,CONT,1,1,1,1,0,0,0,0,14.73,7.8799,-0.465,12,0,0
2025-09-16,FGI,3.97,8.2904,1.0883,4513342,9.7264,EX,0,0,0,0,1,1,1,0,8.28,9.39,0.1341,12,1,0
2025-09-16,TURB,2.7,17.16,5.3556,63284223,10.4177,CONT,1,1,1,1,0,0,0,0,17.02,12.4,-0.2714,12,1,0
2025-09-17,GV,1.665,2.87,0.7237,39799551,3.3556,UNC,0,1,0,0,1,0,1,0,2.86,2.835,-0.0087,10,1,0
2025-09-17,IPM,1.93,2.5145,0.3028,9382657,2.5934,UNC,0,1,1,0,1,1,1,0,2.5101,2.4187,-0.0364,12,1,0
2025-09-17,NFE,2,2.64,0.32,37842734,2.6589,EX,0,1,0,0,1,1,1,0,2.645,2.175,-0.1777,12,1,0
2025-09-17,SPRC,16.56,42.21,1.5489,7340046,47.0124,UNC,0,1,1,0,1,1,1,0,42.14,40.41,-0.0411,12,1,0
2025-09-17,SQFT,6.07,8.15,0.3427,864207,7.919,UNC,1,1,1,1,0,1,1,0,8.11,8.94,0.1023,12,1,0
2025-09-18,AERT,4.541,7.031,0.5483,14303861,8.1413,EX,0,1,0,0,1,1,1,1,7.031,7.367,0.0478,12,1,0
2025-09-18,APVO,25.38,40.5,0.5957,1587402,42.4083,UNC,0,1,0,0,1,1,0,0,40.67,35.46,-0.1281,12,1,0
2025-09-18,ETNB,8.08,15.0189,0.8588,19633225,14.994,UNC,1,1,1,1,0,1,0,1,15.02,14.965,-0.0037,12,0,0
2025-09-18,INTW,2.839,4.369,0.5389,23836072,4.2603,UNC,1,1,0,1,0,1,1,0,4.37,4.136,-0.0535,12,1,0
2025-09-18,LASE,2.8,3.66,0.3071,22796323,3.7517,EX,0,0,0,0,1,1,1,0,3.67,4.7092,0.2832,12,1,0
2025-09-18,NVNI,8.051,11,0.3663,1529504,10.4712,UNC,1,1,0,1,0,1,1,0,10.95,8.991,-0.1789,12,1,0
2025-09-18,PBM,23.25,30.31,0.3037,1748847,31.8818,UNC,0,1,1,0,1,1,1,0,30.31,33.09,0.0917,12,1,0
2025-09-19,AGMH,2.23,10.82,3.852,58253512,8.9,CONT,1,1,1,1,0,0,0,1,10.8514,10.19,-0.061,12,1,0
2025-09-19,FATN,6.01,8.49,0.4126,993984,7.9437,CONT,1,1,1,1,0,0,0,0,8.4891,8.9,0.0484,12,1,0
2025-09-19,OKLL,58.06,79.05,0.3615,1471238,72.0128,UNC,1,1,1,1,0,0,1,1,79.36,91.64,0.1547,12,1,0
2025-09-19,ZOOZ,46.6,62.1,0.3326,680398,74.7546,EX,0,0,0,0,1,1,1,0,62,49.8,-0.1968,12,1,0
2025-09-22,AGRI,2.41,6.22,1.5809,34600730,7.4901,EX,0,0,0,0,1,1,1,0,6.22,5.69,-0.0852,12,0,0
2025-09-22,ARBB,6.25,8.62,0.3792,1101309,8.988,EX,0,1,0,0,1,1,1,0,8.605,10.24,0.19,12,1,0
2025-09-22,BKKT,10.44,14.2773,0.3676,3983885,13.2376,UNC,1,1,0,1,0,1,1,0,14.23,14.68,0.0316,12,1,0
2025-09-22,BOXL,56.16,252,3.4872,1918663,284.4203,UNC,0,1,1,0,1,1,1,0,252.54,171.18,-0.3222,12,1,0
2025-09-22,HOUS,7.07,11.215,0.5863,9607938,11.1578,UNC,1,1,0,0,0,1,1,0,11.215,10.295,-0.082,12,0,0
2025-09-22,KOD,9.53,13.45,0.4113,1086007,12.2422,CONT,1,1,1,1,0,0,0,1,13.53,15,0.1086,12,1,0
2025-09-22,MBX,10,24.05,1.405,6384504,23.4719,CONT,1,1,1,1,0,0,1,0,24.24,20,-0.1749,12,1,0
2025-09-22,MTSR,33.32,54.2978,0.6296,5535161,53.6294,UNC,1,1,1,1,0,1,1,1,54.3,53.53,-0.0142,12,0,0
2025-09-22,NVNI,9,12.31,0.3678,723676,11.2074,CONT,1,1,1,1,0,0,0,0,12.35,14.58,0.1806,12,1,0
2025-09-22,ODP,20.82,27.835,0.3369,1928091,27.699,CONT,1,1,1,1,0,0,1,0,27.83,27.7,-0.0047,12,0,1
2025-09-22,ORIS,12.68,19.9,0.5694,1960268,20.2836,UNC,0,1,1,1,1,0,1,0,19.9,17.26,-0.1327,12,1,0
2025-09-22,PRO,16.41,22.965,0.3995,4790129,22.9625,UNC,1,1,0,0,0,1,0,1,22.965,23.015,0.0022,12,0,0
2025-09-22,QLGN,2.84,6.86,1.4155,7575002,7.4311,EX,0,0,0,0,1,1,1,0,6.8944,5.5,-0.2023,12,0,0
2025-09-23,GLTO,3,4.1401,0.38,5447804,4.3721,EX,0,1,0,0,1,1,1,1,4.1492,4.22,0.0171,12,0,0
2025-09-23,IBG,9.227,18.19,0.9714,3256502,24.7189,EX,0,0,0,0,1,1,1,0,18.19,18.92,0.0401,12,1,0
2025-09-23,IPDN,2.86,3.91,0.3671,13916772,4.5999,EX,0,0,0,0,1,1,1,0,3.9,4.77,0.2231,12,1,0
2025-09-23,SLE,39.36,103.56,1.6311,2410225,116.9032,UNC,0,1,1,0,1,0,1,0,103.08,102,-0.0105,12,1,0
2025-09-23,SSKN,1.7,2.78,0.6353,21902992,2.6412,CONT,1,1,1,1,0,0,0,1,2.775,2.58,-0.0703,12,0,0
2025-09-24,CLPT,12.16,18.5699,0.5271,3517770,17.9057,UNC,1,1,1,1,0,1,1,1,18.6,19.3,0.0376,12,1,0
2025-09-24,DBGI,4.375,5.835,0.3337,1430522,5.7591,UNC,1,1,0,1,0,0,1,1,5.835,6.9,0.1825,12,1,0
2025-09-24,IDAI,3,3.93,0.31,14700311,4.2278,UNC,0,1,0,1,1,0,0,0,3.93,3.37,-0.1425,10,1,0
2025-09-24,LAC,3.07,5.8381,0.9017,113879515,5.6752,CONT,1,1,1,1,0,0,1,0,5.8349,6.0026,0.0287,12,1,0
2025-09-24,QURE,13.66,39.7,1.9063,18218797,39.7024,EX,0,1,0,0,1,1,1,0,39.6877,47.5528,0.1982,12,1,0
2025-09-24,SHFS,3.26,7.066,1.1675,9542307,7.9408,EX,0,0,0,0,1,1,1,0,7.08,7.25,0.024,12,1,0
2025-09-24,YAAS,5.976,8.152,0.3641,1718114,8.8433,EX,0,0,0,0,1,1,1,0,8.168,8.392,0.0274,12,1,0
2025-09-25,EVAX,3.3,4.42,0.3394,16978038,4.3501,CONT,1,1,0,1,0,0,0,0,4.4,4.53,0.0295,12,1,0
2025-09-25,PEPG,2.66,5.02,0.8872,21707492,5.5925,EX,0,0,1,0,1,1,1,0,5.03,5.825,0.1581,12,1,0
2025-09-25,PSTV,10.11,13.38,0.3234,3362346,14.0241,EX,0,0,0,0,1,1,1,0,13.38,14.25,0.065,12,1,0
2025-09-25,SPRC,34.47,74.43,1.1593,5007883,62.9791,UNC,1,1,1,1,0,0,1,1,74.61,55.35,-0.2581,12,1,0
2025-09-26,AQMS,4.92,6.4621,0.3134,14091920,7.2023,UNC,0,1,1,0,1,0,0,0,6.45,7.1,0.1008,12,1,0
2025-09-26,BIAF,3.41,5.48,0.607,32787247,6.2065,EX,0,0,0,0,1,1,1,1,5.48,5.28,-0.0365,12,1,0
2025-09-26,MRM,1.45,3.03,1.0897,19478457,3.5893,EX,0,0,0,0,1,1,1,0,3.025,2.94,-0.0281,12,1,0
2025-09-26,NUAI,1.38,2.01,0.4565,34030940,1.8584,CONT,1,1,0,1,0,0,0,1,2.015,1.8509,-0.0814,12,1,0
2025-09-26,WAI,3.16,4.49,0.4209,2377810,4.5307,EX,0,0,0,0,1,1,1,0,4.5,4.7,0.0444,12,1,0
