date,ticker,prev_close,price_1030,gain_1030,cum_vol_1030,vwap_1030,read,C1,C2,C3,C4,E1,E2,E3,E4,entry_open_1030,close_eod,outcome_pct,n_slice_bars,active_proxy,boundary_leak_zone
2025-07-17,BSLK,2.21,3.065,0.3869,14829681,3.5193,EX,0,0,0,0,1,1,1,0,3.065,2.96,-0.0343,12,0,0
2025-07-17,MRKR,1.6,2.38,0.4875,38881339,3.1198,UNC,0,1,0,0,1,0,0,1,2.38,1.9,-0.2017,12,1,0
2025-07-17,VLCN,9.2243,26.62,1.8859,4993380,34.5741,EX,0,0,0,0,1,1,1,0,26.75,21.4,-0.2,10,0,0
2025-07-18,BTOG,37.86,51.49,0.36,2435376,54.2998,UNC,0,1,1,0,1,0,1,0,51.49,45.94,-0.1078,12,1,0
2025-07-18,BZAI,3.03,4.1791,0.3792,11593672,4.6329,EX,0,0,0,0,1,1,1,0,4.1788,4.8,0.1487,12,1,0
2025-07-18,IXHL,11.1,15.32,0.3802,2742783,14.0172,CONT,1,1,1,1,0,0,0,0,15.31,18,0.1757,12,1,0
2025-07-18,TELO,1.21,2.175,0.7975,30767962,2.5432,EX,0,0,0,0,1,1,1,0,2.175,2.295,0.0552,12,1,0
2025-07-21,AIRE,4.75,10.42,1.1937,6195619,9.2876,CONT,1,1,1,1,0,0,0,0,10.42,20.75,0.9914,12,1,0
2025-07-21,DYNX,10.25,13.5614,0.3231,5583551,13.5235,UNC,1,1,0,0,0,1,1,0,13.51,11.93,-0.117,12,0,0
2025-07-21,GCTK,5.83,8.6026,0.4756,2531833,8.7677,EX,0,1,0,0,1,1,1,0,8.6,7.98,-0.0721,12,1,0
