date,ticker,prev_close,price_1030,gain_1030,cum_vol_1030,vwap_1030,read,C1,C2,C3,C4,E1,E2,E3,E4,entry_open_1030,close_eod,outcome_pct,n_slice_bars,active_proxy,boundary_leak_zone,catalyst,overnight_gap,intraday_push,rvol_1030,dollar_vol_m,mins_to_high,vwap_dist,dow,spy_am
2025-12-19,CWVX,20.81,27.69,0.3306,1379047,25.7733,CONT,1,1,1,1,0,0,1,0,27.695,30.07,0.0858,12,1,0,NO_NEWS_PRE1030,0.0884,0.2225,0.7,38.2,55,0.0744,4,0.00383
2025-12-19,FOLD,10.89,14.205,0.3044,39324582,14.2117,EX,0,1,0,0,1,1,1,0,14.205,14.205,0.0,12,0,1,MERGER_ACQ,0.303,0.0011,6.2,558.6,10,-0.0005,4,0.00383
2025-12-22,AZI,25.0,38.7,0.548,781572,39.5282,EX,0,1,0,0,1,1,1,0,38.7,33.3,-0.1395,12,1,0,FDA_CLINICAL,0.67,-0.0731,0.6,30.2,0,-0.021,0,-0.00023
2025-12-22,FJET,6.69,11.0799,0.6562,5007432,9.612,CONT,1,1,1,1,0,0,0,0,11.015,31.46,1.8561,12,1,0,OTHER_NEWS,0.1555,0.4334,1.0,55.5,55,0.1527,0,-0.00023
2025-12-22,HYMC,16.42,23.7152,0.4443,9210574,23.7448,UNC,0,1,1,1,1,0,1,0,23.71,24.52,0.0342,12,1,0,OTHER_NEWS,0.275,0.1328,4.0,218.4,30,-0.0012,0,-0.00023
2025-12-22,MENS,3.175,4.5001,0.4174,2005060,4.3019,UNC,1,1,0,1,0,1,0,1,4.52,4.78,0.0575,11,1,0,OTHER_NEWS,0.0866,0.3044,2.4,9.0,20,0.0461,0,-0.00023
2025-12-22,SIDU,1.16,2.4213,1.0873,121005229,2.1334,CONT,1,1,1,1,0,0,1,0,2.42,2.2798,-0.0579,12,1,0,FDA_CLINICAL,0.6767,0.2449,16.1,293.0,50,0.1349,0,-0.00023
2025-12-22,VELO,10.83,14.39,0.3287,2482529,14.1459,CONT,1,1,1,1,0,0,1,0,14.28,15.545,0.0886,11,1,0,FDA_CLINICAL,0.1542,0.1512,1.2,35.7,35,0.0173,0,-0.00023
2025-12-23,ASTI,3.88,6.14,0.5825,8585127,6.3721,UNC,0,1,0,1,1,0,0,0,6.22,5.05,-0.1881,11,1,0,OTHER_NEWS,0.0954,0.4447,4.5,52.7,50,-0.0364,1,0.00192
2025-12-23,OPTX,1.97,2.99,0.5178,38108457,3.1257,UNC,0,1,1,0,1,1,1,1,2.99,2.5,-0.1639,12,1,0,OTHER_NEWS,0.4239,0.066,119.0,113.9,10,-0.0434,1,0.00192
2025-12-23,PCLA,3.693,7.38,0.9984,6705886,7.9875,UNC,0,1,1,1,1,1,1,0,7.38,10.8,0.4634,12,1,0,FDA_CLINICAL,0.511,0.3226,355.1,49.5,25,-0.0761,1,0.00192
2025-12-23,TIVC,1.81,2.37,0.3094,5877712,2.2484,CONT,1,1,1,1,0,0,1,0,2.3744,1.93,-0.1872,12,0,0,OTHER_NEWS,0.232,0.0628,82.5,13.9,50,0.0541,1,0.00192
2025-12-24,AMCI,6.32,9.0398,0.4303,2058750,8.0854,CONT,1,1,0,1,0,0,1,0,9.08,8.91,-0.0187,12,1,0,NO_NEWS_PRE1030,-0.0498,0.5054,0.1,18.6,55,0.118,2,0.00177
2025-12-24,DVAX,11.13,15.425,0.3859,7409205,15.4423,EX,0,1,0,0,1,1,1,0,15.425,15.4,-0.0016,12,0,0,OTHER_NEWS,0.3917,-0.0042,4.4,114.3,0,-0.0011,2,0.00177
2025-12-24,MWG,2.531,4.707,0.8597,8235857,5.145,EX,0,0,0,0,1,1,1,1,4.709,3.78,-0.1973,12,1,0,FDA_CLINICAL,1.3311,-0.2022,53.6,38.8,15,-0.0851,2,0.00177
2025-12-24,SOBR,1.3,2.71,1.0846,78100553,2.5326,CONT,1,1,1,1,0,0,1,0,2.72,1.95,-0.2831,12,1,0,OTHER_NEWS,0.4923,0.3969,633.5,211.7,50,0.07,2,0.00177
2025-12-26,ASPC,13.42,26.2118,0.9532,1052418,28.0529,EX,0,1,0,0,1,1,1,0,25.722,24.0,-0.0669,11,1,0,NO_NEWS_PRE1030,0.6513,0.1828,6.9,27.6,15,-0.0656,4,0.00014
2025-12-26,CANF,3.606,4.722,0.3095,1609118,4.9954,EX,0,0,0,0,1,1,1,0,4.72,4.236,-0.1025,12,1,0,OTHER_NEWS,0.5014,-0.1278,23.7,7.6,0,-0.0547,4,0.00014
2025-12-26,DTCK,4.758,7.744,0.6276,2149131,8.2684,EX,0,0,0,0,1,1,1,0,7.736,8.046,0.0401,12,0,0,OTHER_NEWS,0.9929,-0.1833,169.9,16.6,0,-0.0634,4,0.00014
2025-12-29,ASPC,24.01,31.725,0.3213,903113,32.2546,UNC,0,1,1,0,1,1,1,0,31.815,27.55,-0.1341,11,1,0,FDA_CLINICAL,0.3836,-0.045,0.9,28.7,10,-0.0164,0,0.00058
2025-12-29,BNAI,1.2,2.06,0.7167,41328418,2.1969,EX,0,1,0,0,1,1,1,0,2.0611,2.5094,0.2175,12,1,0,FDA_CLINICAL,0.4833,0.1573,198.0,85.1,10,-0.0623,0,0.00058
2025-12-29,CCTG,1.303,2.15,0.65,10249721,2.4679,UNC,0,1,1,1,1,1,0,0,2.15,1.75,-0.186,12,1,0,OTHER_NEWS,0.251,0.319,142.6,22.0,15,-0.1288,0,0.00058
2025-12-29,GVH,2.6,3.417,0.3142,1832753,3.5967,UNC,0,1,1,0,1,1,1,1,3.42,3.565,0.0424,12,1,0,FDA_CLINICAL,0.0962,0.1989,18.8,6.3,15,-0.05,0,0.00058
2025-12-29,MASK,4.575,6.267,0.3698,711855,6.275,UNC,0,0,1,1,1,1,1,0,6.308,6.333,0.004,12,1,0,FDA_CLINICAL,0.4083,-0.0273,0.7,4.5,10,-0.0013,0,0.00058
2025-12-29,SOPA,1.82,2.73,0.5,54138374,2.8286,UNC,0,1,1,0,1,0,1,0,2.74,2.912,0.0628,12,0,0,OTHER_NEWS,0.2363,0.2133,7.9,147.8,35,-0.0349,0,0.00058
2025-12-30,AEHL,6.78,12.66,0.8673,4221803,13.149,UNC,0,1,1,1,1,0,1,1,12.6,13.02,0.0333,12,1,0,FDA_CLINICAL,0.5133,0.2339,27.3,53.4,30,-0.0372,1,-0.00074
2025-12-30,AMIX,11.24,14.91,0.3265,2105875,15.7614,EX,0,0,0,0,1,1,1,0,14.87,12.2,-0.1796,12,1,0,OTHER_NEWS,0.6165,-0.1794,151.6,31.4,0,-0.054,1,-0.00074
2025-12-30,CETX,21.1,29.7,0.4076,3390692,31.2277,UNC,0,1,1,0,1,1,1,0,29.7,29.7,0.0,12,1,0,FDA_CLINICAL,0.3602,0.0348,6.0,100.7,5,-0.0489,1,-0.00074
2025-12-30,DRMA,1.86,2.4419,0.3128,5271569,2.4111,UNC,1,1,1,1,0,1,1,0,2.446,2.28,-0.0679,12,1,0,FDA_CLINICAL,0.2957,0.0132,1.9,12.9,0,0.0128,1,-0.00074
2025-12-30,EKSO,5.46,9.6,0.7582,26008218,8.723,CONT,1,1,1,1,0,0,0,0,9.61,10.5716,0.1001,12,0,0,AI,0.6081,0.0934,72.3,249.7,55,0.1005,1,-0.00074
2025-12-30,FLYE,5.285,7.2271,0.3675,865552,7.0448,CONT,1,1,1,1,0,0,1,0,7.21,7.11,-0.0139,12,1,0,OTHER_NEWS,0.281,0.0675,9.4,6.3,30,0.0259,1,-0.00074
2025-12-30,ONTF,5.86,8.005,0.366,1125745,7.9888,UNC,1,1,1,1,0,0,1,1,8.0,8.07,0.0088,12,0,0,MERGER_ACQ,0.3618,0.0031,6.3,9.0,30,0.002,1,-0.00074
2025-12-31,ANGH,2.32,3.685,0.5884,11390081,3.8429,EX,0,0,0,0,1,1,1,0,3.685,3.8228,0.0374,12,1,0,FDA_CLINICAL,0.7629,-0.099,47.9,42.0,0,-0.0411,2,-0.0023
2025-12-31,ESHA,14.38,25.87,0.799,2365137,23.4023,CONT,1,1,1,1,0,0,0,0,26.0,19.07,-0.2665,12,0,0,NO_NEWS_PRE1030,0.363,0.3199,36.1,61.2,50,0.1054,2,-0.0023
2025-12-31,INBS,4.1,8.15,0.9878,26640376,7.7248,CONT,1,1,1,1,0,0,1,0,8.1769,9.6,0.174,11,1,0,CONTRACT_PARTNER,0.4,0.4199,342.8,217.1,40,0.055,2,-0.0023
2025-12-31,MNTS,5.17,6.82,0.3191,1438696,6.5191,UNC,1,1,1,1,0,1,1,0,6.8,4.8846,-0.2817,12,1,0,NO_NEWS_PRE1030,0.0019,0.3166,1.7,9.8,5,0.0462,2,-0.0023
2025-12-31,ULY,2.76,3.665,0.3279,7791458,3.5589,CONT,1,1,1,1,0,0,1,0,3.6799,2.93,-0.2038,12,0,0,OTHER_NEWS,0.2283,0.0811,8.3,28.6,35,0.0298,2,-0.0023
2025-12-31,VNDA,7.03,9.2499,0.3158,10629615,9.1915,UNC,1,1,1,1,0,1,1,0,9.24,8.81,-0.0465,12,1,0,FDA_CLINICAL,0.2134,0.0844,6.4,98.3,10,0.0064,2,-0.0023
2026-01-02,BNAI,2.32,4.17,0.7974,32257375,3.7036,CONT,1,1,1,1,0,0,0,0,4.1714,3.76,-0.0986,12,1,0,NO_NEWS_PRE1030,0.0776,0.668,1.6,134.5,45,0.1259,4,-0.00475
2026-01-02,DXF,1.53,2.0,0.3072,934908,1.9996,UNC,1,1,0,1,0,1,1,0,1.9914,2.28,0.1449,12,1,0,OTHER_NEWS,0.3399,-0.0244,11.4,1.9,20,0.0002,4,-0.00475
2026-01-02,IRWD,3.37,4.735,0.405,40813093,5.1483,UNC,0,1,1,0,1,1,1,0,4.735,4.255,-0.1014,12,1,0,OTHER_NEWS,0.365,0.0293,19.6,193.2,10,-0.0803,4,-0.00475
2026-01-05,INBS,7.89,11.32,0.4347,4193274,11.0155,UNC,1,1,1,1,0,0,1,1,11.3499,11.08,-0.0238,12,1,0,NO_NEWS_PRE1030,0.0304,0.3924,0.3,47.5,40,0.0276,0,0.00289
2026-01-05,LHSW,8.758,13.16,0.5026,571135,13.9664,UNC,0,1,0,1,1,0,0,0,13.22,13.46,0.0182,11,1,0,NO_NEWS_PRE1030,0.1092,0.3547,328.3,7.5,45,-0.0577,0,0.00289
2026-01-05,MNTS,5.74,9.5699,0.6672,24704319,10.238,EX,0,0,1,0,1,1,1,0,9.5402,8.8499,-0.0724,12,1,0,FDA_CLINICAL,0.723,-0.0324,15.4,236.4,0,-0.0653,0,0.00289
2026-01-06,ALMS,8.31,17.845,1.1474,19568675,19.4458,EX,0,0,0,0,1,1,1,0,17.86,16.25,-0.0901,12,1,0,FDA_CLINICAL,1.6727,-0.1965,22.0,349.2,0,-0.0823,1,0.00397
2026-01-06,AZI,21.6,35.52,0.6444,1014520,31.9396,CONT,1,1,0,1,0,0,1,0,35.6,36.9,0.0365,12,1,0,CONTRACT_PARTNER,0.537,0.0699,8.9,36.0,55,0.1121,1,0.00397
2026-01-06,CYCN,1.38,2.0498,0.4854,25556878,2.1406,EX,0,1,0,0,1,1,1,0,2.05,1.98,-0.0341,12,1,0,FDA_CLINICAL,0.5725,-0.0554,16.8,52.4,10,-0.0424,1,0.00397
2026-01-06,IMSR,6.99,9.1699,0.3119,6738039,8.7856,CONT,1,1,0,1,0,0,1,0,9.16,9.125,-0.0038,12,1,1,FDA_CLINICAL,0.2353,0.0619,4.2,61.8,50,0.0437,1,0.00397
2026-01-06,SKYQ,2.472,3.79,0.5332,6113055,4.1605,CONT,0,1,1,1,1,0,0,0,3.822,4.698,0.2292,12,1,0,NO_NEWS_PRE1030,0.0987,0.3954,15.2,23.2,35,-0.0891,1,0.00397
2026-01-07,AMOD,19.64,26.04,0.3259,801364,27.6647,UNC,0,1,0,0,1,0,1,0,26.04,26.4,0.0138,12,1,0,CONTRACT_PARTNER,0.361,-0.0258,16.5,20.9,30,-0.0587,2,-0.00076
2026-01-07,GLUE,16.01,24.75,0.5459,8796385,23.5835,CONT,1,1,1,1,0,0,1,0,24.79,23.27,-0.0613,12,1,0,FDA_CLINICAL,0.3685,0.1296,10.7,217.7,35,0.0495,2,-0.00076
2026-01-07,MNTS,9.83,13.68,0.3917,9098810,13.3693,CONT,1,1,1,1,0,0,0,0,13.74,13.9,0.0116,12,1,0,FDA_CLINICAL,0.1902,0.1692,0.8,124.5,50,0.0232,2,-0.00076
2026-01-07,NMRA,1.82,2.415,0.3269,6073635,2.294,CONT,1,1,1,1,0,0,1,0,2.4183,2.2813,-0.0567,12,1,0,OTHER_NEWS,0.1429,0.1611,3.3,14.7,35,0.0527,2,-0.00076
2026-01-07,NVVE,39.6,65.49,0.6538,1619089,61.7701,CONT,1,1,1,1,0,0,1,0,65.43,61.83,-0.055,12,1,0,NO_NEWS_PRE1030,0.0227,0.617,157.5,106.0,40,0.0602,2,-0.00076
2026-01-07,VTYX,10.05,13.8,0.3731,10166411,13.9755,EX,0,1,0,0,1,1,1,0,13.81,13.73,-0.0058,12,0,0,EARNINGS,0.5244,-0.0992,5.6,140.3,0,-0.0126,2,-0.00076
2026-01-08,ACON,5.75,8.0001,0.3913,12506171,8.3965,UNC,0,1,0,0,1,0,0,0,8.04,8.14,0.0124,12,1,0,AI,0.4191,-0.0196,201.6,100.1,45,-0.0472,3,0.00119
2026-01-08,ELVN,15.47,24.03,0.5533,4703161,23.0825,CONT,1,1,1,1,0,1,0,0,23.9801,23.26,-0.03,12,1,0,FDA_CLINICAL,0.0827,0.4346,9.4,113.0,10,0.041,3,0.00119
2026-01-08,FLYX,3.14,7.27,1.3153,30378774,6.8261,UNC,1,1,0,0,0,1,1,0,7.26,7.23,-0.0041,11,1,0,EARNINGS,0.9283,0.2007,1141.9,220.9,25,0.065,3,0.00119
2026-01-08,ONDL,40.08,52.9,0.3199,667663,52.5654,UNC,1,1,1,1,0,1,1,0,53.1,51.36,-0.0328,12,1,0,NO_NEWS_PRE1030,0.1604,0.1374,1.4,35.3,15,0.0064,3,0.00119
2026-01-09,CETX,29.0,38.8,0.3379,1175101,38.9064,CONT,0,1,1,1,1,0,0,0,38.7,29.6,-0.2351,12,1,0,MERGER_ACQ,0.3103,0.0211,0.8,45.6,45,-0.0027,4,0.00359
2026-01-09,OPAD,15.2,22.51,0.4809,5043740,24.6506,EX,0,1,0,0,1,1,1,1,22.55,21.7,-0.0377,12,1,0,OTHER_NEWS,0.5329,-0.0339,23.0,113.5,5,-0.0868,4,0.00359
2026-01-12,BDSX,5.46,7.313,0.3394,29426915,8.1318,UNC,0,1,1,0,1,1,1,0,7.32,8.1,0.1066,12,1,0,FDA_CLINICAL,0.2811,0.0455,486.9,215.2,20,-0.1007,0,0.00418
2026-01-12,OPTX,4.52,5.8901,0.3031,6502976,6.0236,UNC,0,1,0,1,1,0,1,1,5.93,4.62,-0.2209,12,1,0,NO_NEWS_PRE1030,0.0841,0.2021,3.7,38.3,35,-0.0222,0,0.00418
2026-01-12,SOGP,11.7,16.8153,0.4372,1293508,17.0532,UNC,0,1,1,0,1,1,1,0,16.8,15.2899,-0.0899,12,1,0,OTHER_NEWS,0.3192,0.0894,46.0,21.8,5,-0.014,0,0.00418
2026-01-12,SUGP,6.08,8.23,0.3536,661818,8.2182,CONT,1,1,0,1,0,0,0,0,8.14,6.8246,-0.1616,11,1,0,FDA_CLINICAL,-0.0132,0.3717,9.6,5.4,50,0.0014,0,0.00418
2026-01-12,UP,13.52,18.38,0.3595,879837,18.0142,CONT,1,1,1,1,0,0,0,0,18.38,19.93,0.0843,12,1,0,FDA_CLINICAL,0.2648,0.0749,5.3,16.2,45,0.0203,0,0.00418
2026-01-13,AHMA,5.28,10.76,1.0379,6743065,10.2881,CONT,1,1,1,1,0,1,0,0,10.76,12.31,0.1441,12,1,0,EARNINGS,1.1534,-0.0536,63.0,72.6,10,0.0459,1,-0.00401
2026-01-13,BCTX,7.64,9.94,0.301,1286562,10.4403,EX,0,1,0,0,1,1,1,0,10.04,11.15,0.1106,12,1,0,OTHER_NEWS,0.5654,-0.1689,15.2,12.8,0,-0.0479,1,-0.00401
2026-01-13,DCOY,9.78,14.34,0.4663,2088221,14.3414,EX,0,1,0,0,1,1,1,0,14.4,14.76,0.025,12,1,0,FDA_CLINICAL,0.6564,-0.1148,23.4,29.9,0,-0.0001,1,-0.00401
2026-01-13,EVTV,2.51,3.59,0.4303,71988787,3.2745,CONT,1,1,0,1,0,0,0,0,3.595,3.51,-0.0236,12,1,0,FDA_CLINICAL,0.3267,0.0781,0.6,258.4,55,0.0964,1,-0.00401
2026-01-13,MRNO,1.47,2.01,0.3673,826947,2.0484,UNC,0,1,0,1,1,0,0,0,2.0063,1.85,-0.0779,12,1,0,NO_NEWS_PRE1030,-0.0136,0.3862,0.2,1.7,45,-0.0187,1,-0.00401
2026-01-13,XAIR,0.876,2.47,1.8196,141016518,1.9141,CONT,1,1,1,1,0,0,1,0,2.47,2.17,-0.1215,12,1,0,MERGER_ACQ,0.8721,0.5061,887.7,348.3,55,0.2904,1,-0.00401
2026-01-13,XTLB,2.732,4.36,0.5959,3489447,4.67,UNC,0,1,1,1,1,0,1,0,4.36,4.3,-0.0138,12,1,0,MERGER_ACQ,0.2694,0.2572,160.6,15.2,35,-0.0664,1,-0.00401
2026-01-14,BNAI,3.61,6.195,0.7161,23890845,5.7938,CONT,1,1,1,1,0,0,1,0,6.2,5.77,-0.0694,12,1,0,NO_NEWS_PRE1030,0.0886,0.5763,1.7,148.0,40,0.0692,2,-0.00324
2026-01-14,ROLR,3.52,14.23,3.0426,10175550,14.5457,EX,0,0,0,0,1,1,1,1,14.34,18.65,0.3006,12,1,0,EARNINGS,3.4034,-0.0819,31.4,144.8,0,-0.0217,2,-0.00324
2026-01-15,ATPC,3.5,6.085,0.7386,2595075,6.3058,UNC,0,1,0,0,1,0,1,0,6.085,5.5,-0.0961,12,1,0,OTHER_NEWS,0.7,0.0227,12.1,15.8,35,-0.035,3,-0.00091
2026-01-15,AUID,0.9925,2.12,1.136,69018777,1.9824,CONT,1,1,1,1,0,0,0,0,2.13,1.695,-0.2042,12,1,0,EARNINGS,0.9345,0.1042,423.7,146.3,50,0.0694,3,-0.00091
2026-01-15,BNKK,2.78,4.4022,0.5835,10347837,4.2723,UNC,1,1,1,1,0,1,1,1,4.395,3.9599,-0.099,12,1,0,MERGER_ACQ,0.4928,0.0608,69.9,45.6,20,0.0304,3,-0.00091
2026-01-15,CJMB,1.12,3.5,2.125,56715187,3.566,UNC,0,1,1,1,1,1,1,0,3.5175,4.1839,0.1895,12,1,0,EARNINGS,1.3482,0.3308,597.2,198.5,10,-0.0185,3,-0.00091
2026-01-15,CNSP,6.2,8.1,0.3065,619039,8.1604,UNC,0,1,0,1,1,1,1,0,8.01,7.36,-0.0811,11,1,0,NO_NEWS_PRE1030,0.0371,0.2597,53.3,5.0,15,-0.0074,3,-0.00091
2026-01-15,RILY,7.54,10.35,0.3727,5374748,10.1061,CONT,1,1,1,1,0,0,1,0,10.295,9.47,-0.0801,12,1,0,EARNINGS,0.3318,0.0307,3.0,55.6,50,0.0241,3,-0.00091
2026-01-15,SPHL,2.25,9.2,3.0889,16284840,7.8743,CONT,1,1,1,1,0,0,0,1,9.235,17.39,0.8831,12,1,0,EARNINGS,2.4622,0.181,710.6,149.8,55,0.1684,3,-0.00091
2026-01-16,ASTX,73.84,96.2,0.3028,1665808,95.1627,UNC,1,1,1,1,0,0,1,1,96.5,95.2,-0.0135,12,1,0,NO_NEWS_PRE1030,0.1246,0.1585,0.6,160.3,35,0.0109,4,-0.00291
2026-01-16,BIYA,4.51,8.24,0.8271,5998785,7.6928,CONT,1,1,0,1,0,0,0,1,8.23,7.1,-0.1373,12,1,0,FDA_CLINICAL,0.3614,0.342,121.9,49.4,45,0.0711,4,-0.00291
2026-01-16,IBRX,3.95,5.18,0.3114,60829151,4.8368,CONT,1,1,1,1,0,0,1,0,5.175,5.5218,0.067,12,1,0,FDA_CLINICAL,0.1937,0.0986,2.6,315.1,55,0.071,4,-0.00291
2026-01-16,LCFY,3.13,5.3699,0.7156,8403172,5.6887,EX,0,0,0,0,1,1,1,0,5.33,4.51,-0.1538,12,1,0,EARNINGS,0.8562,-0.0757,988.2,45.1,10,-0.056,4,-0.00291
2026-01-16,TNMG,2.36,3.39,0.4364,2571149,3.2564,CONT,1,1,1,1,0,0,1,0,3.41,3.92,0.1496,12,1,0,OTHER_NEWS,0.2458,0.1531,45.5,8.7,50,0.041,4,-0.00291
2026-01-16,VERO,1.43,7.4101,4.1819,57108978,6.9459,CONT,1,1,1,1,0,0,1,0,7.42,7.93,0.0687,12,0,0,EARNINGS,3.014,0.291,30.1,423.2,35,0.0668,4,-0.00291
2026-01-20,ACRS,2.62,3.48,0.3282,3286520,3.4106,UNC,1,1,1,1,0,1,1,0,3.485,4.42,0.2683,12,1,0,NO_NEWS_PRE1030,0.126,0.1797,3.3,11.4,25,0.0203,1,0.00351
2026-01-20,BTTC,1.7,2.61,0.5353,10931404,2.6988,EX,0,0,1,0,1,1,1,0,2.61,2.4,-0.0805,12,1,0,OTHER_NEWS,0.6176,-0.0509,81.4,28.5,5,-0.0329,1,0.00351
2026-01-20,CRVS,8.05,15.4656,0.9212,20095051,14.8278,UNC,1,1,1,1,0,1,1,1,15.48,21.39,0.3818,12,1,0,FDA_CLINICAL,0.6832,0.1414,12.0,310.8,20,0.043,1,0.00351
2026-01-20,IBRX,5.52,7.7319,0.4007,72176597,6.9226,CONT,1,1,1,1,0,0,1,0,7.7386,6.5,-0.1601,12,1,0,FDA_CLINICAL,0.1848,0.1822,1.7,558.1,55,0.1169,1,0.00351
2026-01-20,ICON,1.94,2.8397,0.4638,3639788,2.6709,UNC,1,1,1,1,0,1,1,0,2.8355,2.3195,-0.182,12,1,0,FDA_CLINICAL,0.3918,0.0517,1.8,10.3,25,0.0632,1,0.00351
2026-01-20,IVF,4.062,18.65,3.5913,16098790,19.7979,UNC,0,1,1,0,1,0,1,0,18.67,11.95,-0.3599,12,1,0,EARNINGS,3.1187,0.1148,11.5,300.2,40,-0.058,1,0.00351
2026-01-20,NUAI,4.33,5.72,0.321,8100156,5.6398,UNC,1,1,1,1,0,1,1,0,5.7201,5.495,-0.0394,12,1,0,OTHER_NEWS,0.1594,0.1394,1.9,46.3,20,0.0142,1,0.00351
2026-01-20,POLA,1.68,3.15,0.875,36910833,3.0492,CONT,1,1,1,1,0,0,0,0,3.158,2.38,-0.2464,12,1,0,FDA_CLINICAL,0.256,0.4929,68.1,116.3,45,0.0331,1,0.00351
2026-01-20,RAPT,35.1,57.5,0.6382,9655827,57.5175,UNC,0,1,1,0,1,1,1,0,57.505,57.57,0.0011,12,0,0,FDA_CLINICAL,0.637,0.0007,34.4,555.2,5,-0.0003,1,0.00351
2026-01-20,SHPH,16.3,33.9,1.0798,2532174,38.2286,EX,0,0,0,0,1,1,1,0,33.9,21.4,-0.3687,12,1,0,EARNINGS,1.4049,-0.1352,16.0,85.8,0,-0.1132,1,0.00351
2026-01-20,TWG,3.48,5.7,0.6379,8035255,6.9089,EX,0,0,0,0,1,1,1,0,5.715,5.435,-0.049,12,1,0,MERGER_ACQ,1.2989,-0.2875,98.7,45.8,15,-0.175,1,0.00351
2026-01-21,BNAI,6.15,9.53,0.5496,15424086,9.9691,EX,0,1,0,0,1,1,1,0,9.5384,8.69,-0.0889,11,1,0,OTHER_NEWS,0.4715,0.053,2.3,147.0,25,-0.044,2,0.00496
2026-01-21,BOXL,7.5,12.48,0.664,3576791,13.6712,UNC,0,1,1,0,1,1,1,0,12.48,10.86,-0.1298,12,1,0,OTHER_NEWS,0.744,-0.0459,10.6,44.6,0,-0.0871,2,0.00496
2026-01-21,GITS,0.8587,2.44,1.8415,28136060,2.401,CONT,1,1,1,1,0,0,0,0,2.457,1.73,-0.2959,11,1,0,NO_NEWS_PRE1030,0.0609,1.6784,943.1,68.7,45,0.0162,2,0.00496
2026-01-21,LSTA,2.16,4.005,0.8542,1142917,3.9955,UNC,1,1,1,1,0,0,1,1,4.01,4.05,0.01,12,1,0,MERGER_ACQ,0.8472,0.0038,26.7,4.6,40,0.0024,2,0.00496
2026-01-21,MLEC,4.39,6.6001,0.5034,1028327,6.8338,UNC,0,1,1,0,1,0,0,0,6.71,6.545,-0.0246,12,1,0,NO_NEWS_PRE1030,0.3941,0.0784,0.8,6.8,45,-0.0342,2,0.00496
2026-01-21,PAVM,6.19,21.35,2.4491,13776475,21.1681,UNC,1,1,1,1,0,1,1,0,21.35,12.015,-0.4372,12,1,0,EARNINGS,1.9063,0.1868,378.3,294.1,10,0.0086,2,0.00496
2026-01-21,SLGB,1.23,2.84,1.3089,14319287,3.1619,EX,0,0,0,0,1,1,1,0,2.845,1.85,-0.3497,12,1,0,FDA_CLINICAL,1.9106,-0.2067,28.7,40.7,0,-0.1018,2,0.00496
2026-01-22,IOTR,2.93,5.26,0.7952,7730507,5.9225,EX,0,0,0,0,1,1,1,0,5.28,5.1,-0.0341,12,1,0,EARNINGS,1.2457,-0.2006,2.8,40.7,0,-0.1119,3,-0.00204
2026-01-22,NUAI,6.85,8.93,0.3036,10851596,8.6211,UNC,1,1,1,1,0,1,1,0,8.9499,8.05,-0.1005,12,1,0,EARNINGS,0.0482,0.2437,1.4,96.9,25,0.0358,3,-0.00204
2026-01-22,RGC,21.91,29.0,0.3236,620777,27.3337,UNC,1,1,1,1,0,1,1,0,28.855,30.76,0.066,12,1,0,EARNINGS,-0.0105,0.3376,0.7,18.0,25,0.061,3,-0.00204
2026-01-22,SPHL,5.73,7.49,0.3072,2162928,8.8187,UNC,0,1,0,0,1,0,0,0,7.57,6.875,-0.0918,12,1,0,OTHER_NEWS,0.1309,0.1559,0.2,16.2,40,-0.1507,3,-0.00204
2026-01-22,SXTP,2.0,6.67,2.335,51420248,7.1842,UNC,0,1,1,0,1,1,1,0,6.68,5.0016,-0.2513,12,1,0,EARNINGS,1.995,0.1135,174.9,343.0,15,-0.0716,3,-0.00204
2026-01-23,BNAI,8.66,12.58,0.4527,3957460,12.1363,CONT,1,1,1,1,0,0,0,0,12.6325,16.43,0.3006,12,1,0,OTHER_NEWS,0.2136,0.197,0.3,49.8,50,0.0366,4,0.00171
2026-01-23,DRCT,9.24,17.58,0.9026,4536333,19.5124,EX,0,1,0,0,1,1,1,0,17.58,16.36,-0.0694,12,1,0,OTHER_NEWS,1.355,-0.1921,5.2,79.7,0,-0.099,4,0.00171
2026-01-23,KUST,10.2,15.5,0.5196,9405998,18.5153,EX,0,0,0,0,1,1,1,0,15.5,13.2,-0.1484,12,1,0,NO_NEWS_PRE1030,0.7108,-0.1117,44.1,145.8,20,-0.1629,4,0.00171
2026-01-23,MOVE,5.133,13.2,1.5716,15386178,14.9334,EX,0,0,1,0,1,1,1,1,13.21,12.3,-0.0689,12,1,0,OTHER_NEWS,1.8891,-0.1099,14.6,203.1,10,-0.1161,4,0.00171
2026-01-23,REVB,3.418,4.646,0.3593,7655433,5.013,EX,0,1,0,0,1,1,1,1,4.66,2.56,-0.4506,12,1,0,OTHER_NEWS,0.2639,0.0755,14.4,35.6,25,-0.0732,4,0.00171
2026-01-23,RVYL,5.24,7.11,0.3569,2659396,7.5343,EX,0,1,0,0,1,1,1,0,7.06,6.32,-0.1048,12,0,0,OTHER_NEWS,0.4027,-0.0327,8.3,18.9,0,-0.0563,4,0.00171
2026-01-26,BATL,1.28,4.6013,2.5948,45296807,5.3474,EX,0,0,0,0,1,1,1,0,4.6058,4.0,-0.1315,12,1,0,EARNINGS,4.1016,-0.2954,24.6,208.4,0,-0.1395,0,0.00301
