symbol,entry_date,exit_date,entry_price,exit_price,direction,confidence,game_score,reason,pnl,equity,win
ES,2024-01-02T14:00:00+00:00,2024-01-03T15:00:00+00:00,472.205,468.86,SHORT,0.6654907350849075,0.5,TAKE_PROFIT,1150.7556210836822,101150.75562108368,True
NQ,2024-01-02T14:00:00+00:00,2024-01-02T14:00:00+00:00,403.52,402.51,SHORT,0.7192652255613635,0.5,TAKE_PROFIT,295.6921790045941,101446.44780008827,True
SPY,2024-01-02T14:00:00+00:00,2024-01-03T15:00:00+00:00,472.205,468.86,SHORT,0.6654907350849075,0.5,TAKE_PROFIT,1150.7556210836822,102597.20342117194,True
NQ,2024-01-03T14:00:00+00:00,2024-01-03T14:00:00+00:00,400.03,399.3,SHORT,0.675897278578832,0.5,TAKE_PROFIT,178.14193322533183,102775.34535439727,True
GOLD,2024-01-03T14:00:00+00:00,2024-01-03T14:00:00+00:00,188.85,188.34,SHORT,0.6137264220706575,0.5,TAKE_PROFIT,366.3636071153477,103141.70896151262,True
SILVER,2024-01-03T14:00:00+00:00,2024-01-03T14:00:00+00:00,21.05,20.99,SHORT,0.6461536996582866,0.5,TAKE_PROFIT,238.40014072970067,103380.10910224232,True
NQ,2024-01-04T14:00:00+00:00,2024-01-04T14:00:00+00:00,396.61,396.21,SHORT,0.6509748552119557,0.5,TAKE_PROFIT,104.45261361706848,103484.5617158594,True
SILVER,2024-01-04T14:00:00+00:00,2024-01-04T14:00:00+00:00,20.85,20.78,SHORT,0.7207461669561994,0.5,TAKE_PROFIT,215.10086394946566,103699.66257980886,True
GOLD,2024-01-05T14:00:00+00:00,2024-01-08T14:00:00+00:00,189.68,187.98182999999997,LONG,0.6706812024563915,0.5,STOP_LOSS,-1685.7402967823093,102013.92228302655,False
GOLD,2024-01-08T14:00:00+00:00,2024-01-08T14:00:00+00:00,187.8,187.14,SHORT,0.6038395874280377,0.5,TAKE_PROFIT,505.1493257744831,102519.07160880104,True
ES,2024-01-09T09:30:00+00:00,2024-01-10T20:00:00+00:00,474.39,477.34,LONG,0.6056068318863849,0.5,TAKE_PROFIT,741.0584855943672,103260.13009439541,True
SPY,2024-01-09T09:30:00+00:00,2024-01-10T20:00:00+00:00,474.39,477.34,LONG,0.6056068318863849,0.5,TAKE_PROFIT,741.0584855943672,104001.18857998979,True
GOLD,2024-01-12T14:00:00+00:00,2024-01-17T14:00:00+00:00,190.48,186.42339,LONG,0.6323391149436335,0.5,STOP_LOSS,-2794.64947361086,101206.53910637893,False
SILVER,2024-01-12T14:00:00+00:00,2024-01-12T15:00:00+00:00,21.415,21.5,LONG,0.6201228490641167,0.5,TAKE_PROFIT,295.7261993075037,101502.26530568644,True
ES,2024-01-17T14:00:00+00:00,2024-01-19T14:00:00+00:00,471.34,477.79731999999996,SHORT,0.6187383247402805,0.5,STOP_LOSS,-1919.476311944816,99582.78899374162,False
NQ,2024-01-17T14:00:00+00:00,2024-01-18T14:00:00+00:00,403.31,411.52110999999996,SHORT,0.6270939540004411,0.5,STOP_LOSS,-1831.1750972125535,97751.61389652906,False
GOLD,2024-01-17T14:00:00+00:00,2024-01-17T14:00:00+00:00,186.45,186.42,SHORT,0.7035812995373599,0.5,TAKE_PROFIT,21.862026373533805,97773.4759229026,True
SILVER,2024-01-17T14:00:00+00:00,2024-01-18T13:00:00+00:00,20.69,20.57,SHORT,0.7182326290553677,0.5,TAKE_PROFIT,449.33809147182376,98222.81401437442,True
SPY,2024-01-17T14:00:00+00:00,2024-01-19T14:00:00+00:00,471.34,477.79731999999996,SHORT,0.6187383247402805,0.5,STOP_LOSS,-1919.476311944816,96303.3377024296,False
ES,2024-01-19T09:30:00+00:00,2024-01-19T16:00:00+00:00,476.2,478.58,LONG,0.6162887062552618,0.5,TAKE_PROFIT,600.9039723305187,96904.24167476012,True
SPY,2024-01-19T09:30:00+00:00,2024-01-19T16:00:00+00:00,476.2,478.58,LONG,0.6162887062552618,0.5,TAKE_PROFIT,600.9039723305187,97505.14564709064,True
