symbol,entry_date,exit_date,entry_price,exit_price,direction,pnl,reason,equity,win
ES,2026-01-01T09:30:00+00:00,2026-01-02T17:00:00+00:00,681.82,681.13,SHORT,2.529993253351524,STAGNATION_SHOCK,100002.52999325335,True
NQ,2026-01-01T09:30:00+00:00,2026-01-02T14:00:00+00:00,613.79,622.7921699999999,SHORT,-36.66632724547473,HARD_STOP,99965.86366600788,False
SPY,2026-01-01T09:30:00+00:00,2026-01-02T17:00:00+00:00,681.82,681.13,SHORT,2.529993253351524,STAGNATION_SHOCK,99968.39365926123,True
QQQ,2026-01-01T09:30:00+00:00,2026-01-02T14:00:00+00:00,613.79,622.7921699999999,SHORT,-36.66632724547473,HARD_STOP,99931.72733201575,False
IWM,2026-01-01T09:30:00+00:00,2026-01-02T20:00:00+00:00,246.33,248.8,SHORT,-25.067998213778242,STAGNATION_SHOCK,99906.65933380197,False
DIA,2026-01-01T09:30:00+00:00,2026-01-02T20:00:00+00:00,480.61,483.72,SHORT,-16.177357940950102,STAGNATION_SHOCK,99890.48197586102,False
VTI,2026-01-01T09:30:00+00:00,2026-01-02T16:00:00+00:00,335.26,335.195,SHORT,0.48469844299944603,STAGNATION_SHOCK,99890.96667430403,True
TLT,2026-01-01T09:30:00+00:00,2026-01-05T13:00:00+00:00,87.19,87.0,SHORT,5.4478724624382915,STAGNATION_SHOCK,99896.41454676646,True
LQD,2026-01-01T09:30:00+00:00,2026-01-02T21:00:00+00:00,110.2,110.16,SHORT,0.9074410163340805,STAGNATION_SHOCK,99897.3219877828,True
PLTR,2026-01-01T09:30:00+00:00,2026-01-05T13:00:00+00:00,177.84,172.96249999999998,SHORT,68.56584570400399,HARD_STOP,99965.88783348679,True
META,2026-01-01T09:30:00+00:00,2026-01-05T14:00:00+00:00,660.11,650.9650000000001,SHORT,34.63437911863126,HARD_STOP,100000.52221260543,True
TSLA,2026-01-01T09:30:00+00:00,2026-01-02T17:00:00+00:00,449.81,439.96,SHORT,54.74533692003303,STAGNATION_SHOCK,100055.26754952547,True
XLF,2026-01-01T09:30:00+00:00,2026-01-05T13:00:00+00:00,54.77,54.77,SHORT,0.0,STAGNATION_SHOCK,100055.26754952547,False
SPG,2026-01-01T09:30:00+00:00,2026-01-07T14:00:00+00:00,185.165,187.4,SHORT,-30.175789161018724,STAGNATION_SHOCK,100025.09176036445,False
ES,2026-01-01T14:00:00+00:00,2026-01-02T17:00:00+00:00,681.82,681.13,SHORT,2.5306280731958917,STAGNATION_SHOCK,100027.62238843764,True
NQ,2026-01-01T14:00:00+00:00,2026-01-02T14:00:00+00:00,613.79,622.7921699999999,SHORT,-36.675527472441615,HARD_STOP,99990.9468609652,False
SPY,2026-01-01T14:00:00+00:00,2026-01-02T17:00:00+00:00,681.82,681.13,SHORT,2.5306280731958917,STAGNATION_SHOCK,99993.47748903839,True
QQQ,2026-01-01T14:00:00+00:00,2026-01-02T14:00:00+00:00,613.79,622.7921699999999,SHORT,-36.675527472441615,HARD_STOP,99956.80196156594,False
IWM,2026-01-01T14:00:00+00:00,2026-01-02T20:00:00+00:00,246.33,248.8,SHORT,-25.07428821581821,STAGNATION_SHOCK,99931.72767335012,False
DIA,2026-01-01T14:00:00+00:00,2026-01-02T20:00:00+00:00,480.61,483.72,SHORT,-16.181417124837946,STAGNATION_SHOCK,99915.54625622528,False
VTI,2026-01-01T14:00:00+00:00,2026-01-02T16:00:00+00:00,335.26,335.195,SHORT,0.4848200623712537,STAGNATION_SHOCK,99916.03107628765,True
TLT,2026-01-01T14:00:00+00:00,2026-01-05T13:00:00+00:00,87.19,87.0,SHORT,5.449239429541528,STAGNATION_SHOCK,99921.48031571718,True
LQD,2026-01-01T14:00:00+00:00,2026-01-02T21:00:00+00:00,110.2,110.16,SHORT,0.9076687092593477,STAGNATION_SHOCK,99922.38798442644,True
PLTR,2026-01-01T14:00:00+00:00,2026-01-05T13:00:00+00:00,177.84,172.96249999999998,SHORT,68.58305008169991,HARD_STOP,99990.97103450814,True
META,2026-01-01T14:00:00+00:00,2026-01-05T14:00:00+00:00,660.11,650.9650000000001,SHORT,34.643069494043424,HARD_STOP,100025.61410400219,True
TSLA,2026-01-01T14:00:00+00:00,2026-01-02T17:00:00+00:00,449.81,439.96,SHORT,54.75907348878373,STAGNATION_SHOCK,100080.37317749097,True
XLF,2026-01-01T14:00:00+00:00,2026-01-05T13:00:00+00:00,54.77,54.77,SHORT,0.0,STAGNATION_SHOCK,100080.37317749097,False
SPG,2026-01-01T14:00:00+00:00,2026-01-07T14:00:00+00:00,185.165,187.4,SHORT,-30.18336079772309,STAGNATION_SHOCK,100050.18981669325,False
ES,2026-01-02T09:30:00+00:00,2026-01-05T13:00:00+00:00,681.82,685.56,SHORT,-13.720179443050299,STAGNATION_SHOCK,100036.46963725021,False
NQ,2026-01-02T09:30:00+00:00,2026-01-02T14:00:00+00:00,613.79,622.7921699999999,SHORT,-36.68473000790738,HARD_STOP,99999.7849072423,False
SPY,2026-01-02T09:30:00+00:00,2026-01-05T13:00:00+00:00,681.82,685.56,SHORT,-13.720179443050299,STAGNATION_SHOCK,99986.06472779925,False
QQQ,2026-01-02T09:30:00+00:00,2026-01-02T14:00:00+00:00,613.79,622.7921699999999,SHORT,-36.68473000790738,HARD_STOP,99949.37999779134,False
IWM,2026-01-02T09:30:00+00:00,2026-01-05T13:00:00+00:00,246.33,249.36,SHORT,-30.76686509403854,STAGNATION_SHOCK,99918.61313269731,False
DIA,2026-01-02T09:30:00+00:00,2026-01-05T14:00:00+00:00,480.61,485.95547,SHORT,-27.819608838738098,HARD_STOP,99890.79352385858,False
VTI,2026-01-02T09:30:00+00:00,2026-01-05T14:00:00+00:00,335.26,338.34,SHORT,-22.978776519374033,STAGNATION_SHOCK,99867.8147473392,False
TLT,2026-01-02T09:30:00+00:00,2026-01-05T13:00:00+00:00,87.19,87.0,SHORT,5.450606739640871,STAGNATION_SHOCK,99873.26535407885,True
LQD,2026-01-02T09:30:00+00:00,2026-01-05T17:00:00+00:00,110.2,110.495,SHORT,-6.695736387460229,STAGNATION_SHOCK,99866.56961769139,False
PLTR,2026-01-02T09:30:00+00:00,2026-01-05T13:00:00+00:00,177.84,172.96249999999998,SHORT,68.60025877627702,HARD_STOP,99935.16987646767,True
META,2026-01-02T09:30:00+00:00,2026-01-05T14:00:00+00:00,660.11,650.9650000000001,SHORT,34.65176205002375,HARD_STOP,99969.8216385177,True
TSLA,2026-01-02T09:30:00+00:00,2026-01-05T14:00:00+00:00,449.81,441.3100000000001,SHORT,47.26587967374454,HARD_STOP,100017.08751819143,True
XLF,2026-01-02T09:30:00+00:00,2026-01-05T13:00:00+00:00,54.77,54.77,SHORT,0.0,STAGNATION_SHOCK,100017.08751819143,False
SPG,2026-01-02T09:30:00+00:00,2026-01-07T14:00:00+00:00,185.165,187.4,SHORT,-30.19093433428438,STAGNATION_SHOCK,99986.89658385715,False
USO,2026-01-02T14:00:00+00:00,2026-01-05T13:00:00+00:00,68.23,69.55,SHORT,-48.35948391128935,STAGNATION_SHOCK,99938.53709994585,False
UNG,2026-01-02T14:00:00+00:00,2026-01-05T15:00:00+00:00,11.835,11.38,SHORT,96.10062937400717,STAGNATION_SHOCK,100034.63772931986,True
AMD,2026-01-02T14:00:00+00:00,2026-01-05T15:00:00+00:00,225.86,225.19,LONG,-7.4151267058339165,STAGNATION_SHOCK,100027.22260261403,False
ARM,2026-01-02T14:00:00+00:00,2026-01-05T19:00:00+00:00,115.83,116.94,LONG,23.95438470346227,STAGNATION_SHOCK,100051.17698731749,True
GOOGL,2026-01-02T14:00:00+00:00,2026-01-02T16:00:00+00:00,319.72,311.20848,LONG,-66.54576426337375,HARD_STOP,99984.63122305412,False
JNJ,2026-01-02T14:00:00+00:00,2026-01-05T19:00:00+00:00,204.535,202.8725,SHORT,20.31782036945535,HARD_STOP,100004.94904342358,True
XLF,2026-01-02T14:00:00+00:00,2026-01-05T13:00:00+00:00,54.59,54.77,SHORT,-8.242187848092255,STAGNATION_SHOCK,99996.70685557548,False
VNQ,2026-01-02T14:00:00+00:00,2026-01-05T17:00:00+00:00,88.09,88.685,SHORT,-16.88392651475619,STAGNATION_SHOCK,99979.82292906073,False
SPG,2026-01-02T14:00:00+00:00,2026-01-05T14:00:00+00:00,183.79,183.56,SHORT,3.128160701654896,STAGNATION_SHOCK,99982.95108976238,True
BAC,2026-01-05T09:30:00+00:00,2026-01-05T19:00:00+00:00,55.97,57.025000000000006,LONG,47.11542495966588,HARD_STOP,100030.06651472206,True
GS,2026-01-05T09:30:00+00:00,2026-01-06T18:00:00+00:00,914.25,955.1700000000002,LONG,111.87591902086676,HARD_STOP,100141.94243374292,True
GOLD,2026-01-05T14:00:00+00:00,2026-01-08T13:00:00+00:00,407.99,406.73,LONG,-7.731736529480823,STAGNATION_SHOCK,100134.21069721344,False
SILVER,2026-01-05T14:00:00+00:00,2026-01-06T21:00:00+00:00,69.58,73.82,LONG,152.55886602438545,STAGNATION_SHOCK,100286.76956323782,True
IWM,2026-01-05T14:00:00+00:00,2026-01-07T19:00:00+00:00,250.96,255.13,LONG,41.59944811411248,HARD_STOP,100328.36901135193,True
DIA,2026-01-05T14:00:00+00:00,2026-01-06T21:00:00+00:00,488.8,494.91,LONG,31.294357010544736,STAGNATION_SHOCK,100359.66336836247,True
GLD,2026-01-05T14:00:00+00:00,2026-01-08T13:00:00+00:00,407.99,406.73,LONG,-7.731736529480823,STAGNATION_SHOCK,100351.93163183298,False
SLV,2026-01-05T14:00:00+00:00,2026-01-06T21:00:00+00:00,69.58,73.82,LONG,152.55886602438545,STAGNATION_SHOCK,100504.49049785736,True
UNG,2026-01-05T14:00:00+00:00,2026-01-06T17:00:00+00:00,11.32,11.19,SHORT,28.750999373645456,STAGNATION_SHOCK,100533.241497231,True
ARM,2026-01-05T14:00:00+00:00,2026-01-06T15:00:00+00:00,120.665,115.56,LONG,-105.91816519377157,STAGNATION_SHOCK,100427.32333203724,False
JNJ,2026-01-05T14:00:00+00:00,2026-01-06T15:00:00+00:00,201.935,206.55,SHORT,-57.215819983128796,STAGNATION_SHOCK,100370.1075120541,False
XLE,2026-01-05T14:00:00+00:00,2026-01-07T16:00:00+00:00,46.105,45.405,LONG,-38.01071451231949,STAGNATION_SHOCK,100332.09679754179,False
XOM,2026-01-05T14:00:00+00:00,2026-01-07T13:00:00+00:00,123.305,121.29,LONG,-40.91196910181908,STAGNATION_SHOCK,100291.18482843997,False
CVX,2026-01-05T14:00:00+00:00,2026-01-06T18:00:00+00:00,160.055,156.21,LONG,-60.14272729026614,STAGNATION_SHOCK,100231.04210114971,False
BAC,2026-01-05T14:00:00+00:00,2026-01-06T17:00:00+00:00,57.15,57.115,LONG,-1.533231839536598,STAGNATION_SHOCK,100229.50886931017,False
GS,2026-01-05T14:00:00+00:00,2026-01-06T17:00:00+00:00,951.0,956.695,LONG,14.992333390120159,STAGNATION_SHOCK,100244.5012027003,True
NQ,2026-01-06T14:00:00+00:00,2026-01-07T17:00:00+00:00,621.94,627.33,LONG,21.719050932668488,STAGNATION_SHOCK,100266.22025363297,True
