symbol,entry_date,exit_date,entry_price,exit_price,direction,pnl,reason,equity,win
GOLD,2026-01-06T14:00:00+00:00,2026-01-07T16:00:00+00:00,412.55,410.35,LONG,-13.364313576896107,STAGNATION_SHOCK,100252.85594005608,False
SILVER,2026-01-06T14:00:00+00:00,2026-01-07T15:00:00+00:00,72.86,69.97,LONG,-99.40523211494781,STAGNATION_SHOCK,100153.45070794113,False
QQQ,2026-01-06T14:00:00+00:00,2026-01-07T17:00:00+00:00,621.94,627.33,LONG,21.719050932668488,STAGNATION_SHOCK,100175.1697588738,True
GLD,2026-01-06T14:00:00+00:00,2026-01-07T16:00:00+00:00,412.55,410.35,LONG,-13.364313576896107,STAGNATION_SHOCK,100161.80544529691,False
SLV,2026-01-06T14:00:00+00:00,2026-01-07T15:00:00+00:00,72.86,69.97,LONG,-99.40523211494781,STAGNATION_SHOCK,100062.40021318196,False
UNH,2026-01-06T14:00:00+00:00,2026-01-07T16:00:00+00:00,348.45,338.17,LONG,-73.93553396210054,STAGNATION_SHOCK,99988.46467921986,False
PFE,2026-01-06T14:00:00+00:00,2026-01-07T17:00:00+00:00,25.73,25.375,LONG,-34.57714528464695,STAGNATION_SHOCK,99953.88753393521,False
IWM,2026-01-07T09:30:00+00:00,2026-01-08T13:00:00+00:00,256.1,254.71,LONG,-13.562661428365043,STAGNATION_SHOCK,99940.32487250684,False
DIA,2026-01-07T09:30:00+00:00,2026-01-08T14:00:00+00:00,494.91,488.24127000000004,LONG,-33.67104566558456,HARD_STOP,99906.65382684126,False
VTI,2026-01-07T09:30:00+00:00,2026-01-08T16:00:00+00:00,341.2,340.35,LONG,-6.225146864290849,STAGNATION_SHOCK,99900.42867997696,False
USO,2026-01-07T09:30:00+00:00,2026-01-08T20:00:00+00:00,68.52,70.565,SHORT,-74.57884559504436,STAGNATION_SHOCK,99825.84983438192,False
MSFT,2026-01-07T09:30:00+00:00,2026-01-07T19:00:00+00:00,478.16,485.00750000000005,LONG,35.78479195711813,HARD_STOP,99861.63462633904,True
VNQ,2026-01-07T09:30:00+00:00,2026-01-08T15:00:00+00:00,89.35,89.335,LONG,-0.41950428455766214,STAGNATION_SHOCK,99861.21512205449,False
SPG,2026-01-07T09:30:00+00:00,2026-01-08T14:00:00+00:00,186.34,184.73,LONG,-21.59034009467065,STAGNATION_SHOCK,99839.62478195982,False
LQD,2026-01-07T14:00:00+00:00,2026-01-08T15:00:00+00:00,110.715,110.34,LONG,-8.454107233264446,STAGNATION_SHOCK,99831.17067472656,False
USO,2026-01-07T14:00:00+00:00,2026-01-08T15:00:00+00:00,68.08,68.515,SHORT,-15.948236185426227,STAGNATION_SHOCK,99815.22243854112,False
AMD,2026-01-07T14:00:00+00:00,2026-01-08T17:00:00+00:00,209.1,204.61,SHORT,53.59635524521733,STAGNATION_SHOCK,99868.81879378634,True
META,2026-01-07T14:00:00+00:00,2026-01-08T18:00:00+00:00,651.77,642.325,SHORT,36.170169540850445,HARD_STOP,99904.9889633272,True
XBI,2026-01-07T14:00:00+00:00,2026-01-08T16:00:00+00:00,125.545,124.31,LONG,-24.55333478149673,STAGNATION_SHOCK,99880.4356285457,False
IBB,2026-01-07T14:00:00+00:00,2026-01-08T16:00:00+00:00,175.69,173.99,LONG,-24.151539946686018,STAGNATION_SHOCK,99856.28408859902,False
XOM,2026-01-07T14:00:00+00:00,2026-01-08T17:00:00+00:00,119.59,121.905,SHORT,-48.31690178322533,STAGNATION_SHOCK,99807.96718681579,False
JPM,2026-01-07T14:00:00+00:00,2026-01-08T16:00:00+00:00,327.74,330.75,SHORT,-22.923450798933466,STAGNATION_SHOCK,99785.04373601686,False
BAC,2026-01-07T14:00:00+00:00,2026-01-08T17:00:00+00:00,56.21,56.51,SHORT,-13.321422982826745,STAGNATION_SHOCK,99771.72231303403,False
VNQ,2026-01-07T14:00:00+00:00,2026-01-08T15:00:00+00:00,89.725,89.335,LONG,-10.849109407903148,STAGNATION_SHOCK,99760.87320362612,False
SPG,2026-01-07T14:00:00+00:00,2026-01-08T16:00:00+00:00,187.4,186.62,LONG,-10.388861703565734,STAGNATION_SHOCK,99750.48434192255,False
IBB,2026-01-08T09:30:00+00:00,2026-01-09T14:00:00+00:00,176.71,174.06,LONG,-37.39725871570588,STAGNATION_SHOCK,99713.08708320685,False
SILVER,2026-01-08T14:00:00+00:00,2026-01-09T15:00:00+00:00,67.53,72.655,SHORT,-189.18612886918223,STAGNATION_SHOCK,99523.90095433766,False
SLV,2026-01-08T14:00:00+00:00,2026-01-09T15:00:00+00:00,67.53,72.655,SHORT,-189.18612886918223,STAGNATION_SHOCK,99334.71482546847,False
META,2026-01-08T14:00:00+00:00,2026-01-09T16:00:00+00:00,636.65,652.195,SHORT,-60.86703599734778,STAGNATION_SHOCK,99273.84778947112,False
AAPL,2026-01-08T14:00:00+00:00,2026-01-09T18:00:00+00:00,256.21,259.5,SHORT,-32.01046568281418,STAGNATION_SHOCK,99241.8373237883,False
USO,2026-01-09T09:30:00+00:00,2026-01-12T21:00:00+00:00,70.565,71.79,LONG,43.07066205684175,STAGNATION_SHOCK,99284.90798584514,True
IWM,2026-01-09T14:00:00+00:00,2026-01-12T13:00:00+00:00,260.34,259.54,LONG,-7.6273264182099965,STAGNATION_SHOCK,99277.28065942694,False
VGIT,2026-01-09T14:00:00+00:00,2026-01-12T14:00:00+00:00,59.91,59.89,SHORT,0.8286171589536421,STAGNATION_SHOCK,99278.10927658589,True
USO,2026-01-09T14:00:00+00:00,2026-01-12T13:00:00+00:00,71.34,70.96,LONG,-13.221287158193899,STAGNATION_SHOCK,99264.8879894277,False
UNG,2026-01-09T14:00:00+00:00,2026-01-12T20:00:00+00:00,11.05,11.185,SHORT,-30.324575968527302,STAGNATION_SHOCK,99234.56341345918,False
SOUN,2026-01-09T14:00:00+00:00,2026-01-12T13:00:00+00:00,11.955,12.32,LONG,75.78208158685388,STAGNATION_SHOCK,99310.34549504603,True
UNG,2026-01-12T09:30:00+00:00,2026-01-13T13:00:00+00:00,10.4,11.381369999999999,SHORT,-234.2793119194064,HARD_STOP,99076.06618312662,False
AMZN,2026-01-12T09:30:00+00:00,2026-01-13T13:00:00+00:00,247.33,247.43,LONG,1.0038242984579344,STAGNATION_SHOCK,99077.07000742508,True
GOLD,2026-01-12T14:00:00+00:00,2026-01-13T21:00:00+00:00,423.15,421.44,LONG,-10.009558650165124,STAGNATION_SHOCK,99067.06044877491,False
SILVER,2026-01-12T14:00:00+00:00,2026-01-19T14:00:00+00:00,77.055,81.44,LONG,140.9554707619746,TIME_EXIT,99208.01591953688,True
GLD,2026-01-12T14:00:00+00:00,2026-01-13T21:00:00+00:00,423.15,421.44,LONG,-10.009558650165124,STAGNATION_SHOCK,99198.0063608867,False
SLV,2026-01-12T14:00:00+00:00,2026-01-19T14:00:00+00:00,77.055,81.44,LONG,140.9554707619746,TIME_EXIT,99338.96183164867,True
UNH,2026-01-12T14:00:00+00:00,2026-01-14T18:00:00+00:00,338.57,337.35,SHORT,8.925334894486781,STAGNATION_SHOCK,99347.88716654317,True
IBB,2026-01-12T14:00:00+00:00,2026-01-14T16:00:00+00:00,170.54,171.82,SHORT,-18.5907484475056,STAGNATION_SHOCK,99329.29641809566,False
XLF,2026-01-12T14:00:00+00:00,2026-01-14T13:00:00+00:00,55.205,54.11,SHORT,49.130238048243086,STAGNATION_SHOCK,99378.4266561439,True
JPM,2026-01-12T14:00:00+00:00,2026-01-15T15:00:00+00:00,325.11,312.4474999999998,SHORT,96.47222470617932,HARD_STOP,99474.89888085007,True
JNJ,2026-01-13T09:30:00+00:00,2026-01-16T19:00:00+00:00,209.76,218.1975,LONG,100.03330703031709,HARD_STOP,99574.93218788039,True
GS,2026-01-13T09:30:00+00:00,2026-01-14T14:00:00+00:00,949.31,928.815255,LONG,-53.689329261879834,HARD_STOP,99521.24285861851,False
SILVER,2026-01-13T14:00:00+00:00,2026-01-14T19:00:00+00:00,80.55,84.07,LONG,108.72587674187992,STAGNATION_SHOCK,99629.9687353604,True
SLV,2026-01-13T14:00:00+00:00,2026-01-14T19:00:00+00:00,80.55,84.07,LONG,108.72587674187992,STAGNATION_SHOCK,99738.69461210228,True
USO,2026-01-13T14:00:00+00:00,2026-01-15T13:00:00+00:00,73.33,71.55,LONG,-60.394044827608454,STAGNATION_SHOCK,99678.30056727467,False
AMD,2026-01-13T14:00:00+00:00,2026-01-14T17:00:00+00:00,221.38,220.62,LONG,-8.54143831562801,STAGNATION_SHOCK,99669.75912895903,False
SMCI,2026-01-13T14:00:00+00:00,2026-01-15T19:00:00+00:00,28.67,29.76,SHORT,-94.59204282864853,STAGNATION_SHOCK,99575.16708613039,False
GOOGL,2026-01-13T14:00:00+00:00,2026-01-14T16:00:00+00:00,339.12,332.16,LONG,-51.063624255129696,STAGNATION_SHOCK,99524.10346187526,False
META,2026-01-13T14:00:00+00:00,2026-01-14T21:00:00+00:00,629.51,616.51,SHORT,51.38028614168322,STAGNATION_SHOCK,99575.48374801694,True
XOM,2026-01-13T14:00:00+00:00,2026-01-15T14:00:00+00:00,125.93,128.515,LONG,51.072503134584046,HARD_STOP,99626.55625115152,True
CVX,2026-01-13T14:00:00+00:00,2026-01-15T17:00:00+00:00,164.38,167.76750000000007,LONG,51.272692873764726,HARD_STOP,99677.82894402528,True
JPM,2026-01-14T09:30:00+00:00,2026-01-16T13:00:00+00:00,310.88,309.95,SHORT,7.4546755112860374,STAGNATION_SHOCK,99685.28361953657,True
BAC,2026-01-14T09:30:00+00:00,2026-01-15T14:00:00+00:00,54.38,52.71000000000001,SHORT,76.52720408997867,HARD_STOP,99761.81082362654,True
ES,2026-01-14T14:00:00+00:00,2026-01-15T15:00:00+00:00,688.66,694.455,SHORT,-20.987123316401536,STAGNATION_SHOCK,99740.82370031014,False
NQ,2026-01-14T14:00:00+00:00,2026-01-15T15:00:00+00:00,618.47,625.7,SHORT,-29.155734807461236,STAGNATION_SHOCK,99711.66796550268,False
SILVER,2026-01-14T14:00:00+00:00,2026-01-15T15:00:00+00:00,82.66,82.13,LONG,-15.991337931442729,STAGNATION_SHOCK,99695.67662757124,False
SPY,2026-01-14T14:00:00+00:00,2026-01-15T15:00:00+00:00,688.66,694.455,SHORT,-20.987123316401536,STAGNATION_SHOCK,99674.68950425484,False
QQQ,2026-01-14T14:00:00+00:00,2026-01-15T15:00:00+00:00,618.47,625.7,SHORT,-29.155734807461236,STAGNATION_SHOCK,99645.53376944739,False
VTI,2026-01-14T14:00:00+00:00,2026-01-15T15:00:00+00:00,340.11,343.25,SHORT,-23.02579209565918,STAGNATION_SHOCK,99622.50797735172,False
LQD,2026-01-14T14:00:00+00:00,2026-01-16T18:00:00+00:00,110.84,110.635,LONG,-4.612768679818492,STAGNATION_SHOCK,99617.89520867191,False
VGIT,2026-01-14T14:00:00+00:00,2026-01-15T16:00:00+00:00,60.01,59.94,LONG,-2.9092346099208,STAGNATION_SHOCK,99614.98597406199,False
SLV,2026-01-14T14:00:00+00:00,2026-01-15T15:00:00+00:00,82.66,82.13,LONG,-15.991337931442729,STAGNATION_SHOCK,99598.99463613055,False
USO,2026-01-14T14:00:00+00:00,2026-01-15T15:00:00+00:00,74.3,71.56,LONG,-91.97421320886154,STAGNATION_SHOCK,99507.02042292169,False
UNG,2026-01-14T14:00:00+00:00,2026-01-15T21:00:00+00:00,10.53,10.3,SHORT,54.47582262448716,STAGNATION_SHOCK,99561.49624554618,True
ARM,2026-01-14T14:00:00+00:00,2026-01-15T15:00:00+00:00,102.61,107.46,SHORT,-117.88441245848075,STAGNATION_SHOCK,99443.61183308769,False
TSLA,2026-01-14T14:00:00+00:00,2026-01-15T16:00:00+00:00,438.75,442.6,SHORT,-21.885069610881164,STAGNATION_SHOCK,99421.7267634768,False
XLE,2026-01-14T14:00:00+00:00,2026-01-15T16:00:00+00:00,47.935,48.03,LONG,4.942824673122147,STAGNATION_SHOCK,99426.66958814993,True
BAC,2026-01-14T14:00:00+00:00,2026-01-15T17:00:00+00:00,52.23,52.745,SHORT,-24.59186893268607,STAGNATION_SHOCK,99402.07771921725,False
JNJ,2026-01-15T09:30:00+00:00,2026-01-16T15:00:00+00:00,218.63,219.33,LONG,7.956530943083495,STAGNATION_SHOCK,99410.03425016033,True
IWM,2026-01-15T14:00:00+00:00,2026-01-20T13:00:00+00:00,264.265,260.76,LONG,-32.96238340745194,STAGNATION_SHOCK,99377.07186675287,False
TLT,2026-01-15T14:00:00+00:00,2026-01-16T18:00:00+00:00,88.5,87.83,LONG,-18.814893488024758,STAGNATION_SHOCK,99358.25697326484,False
AMD,2026-01-15T14:00:00+00:00,2026-01-16T15:00:00+00:00,235.75,233.0,LONG,-28.990200868286433,STAGNATION_SHOCK,99329.26677239656,False
UNH,2026-01-15T14:00:00+00:00,2026-01-16T15:00:00+00:00,330.975,334.235,SHORT,-24.47894188802187,STAGNATION_SHOCK,99304.78783050853,False
VNQ,2026-01-15T14:00:00+00:00,2026-01-22T14:00:00+00:00,91.255,91.35,LONG,2.5872426863637927,TIME_EXIT,99307.3750731949,True
MSFT,2026-01-16T09:30:00+00:00,2026-01-20T17:00:00+00:00,456.71,453.69,SHORT,16.416778301386373,STAGNATION_SHOCK,99323.79185149628,True
PFE,2026-01-16T09:30:00+00:00,2026-01-20T13:00:00+00:00,25.88,25.46,LONG,-40.29085928394674,STAGNATION_SHOCK,99283.50099221233,False
VGIT,2026-01-16T14:00:00+00:00,2026-01-21T18:00:00+00:00,59.9,59.72999999999998,SHORT,7.044321856710213,HARD_STOP,99290.54531406904,True
VGIT,2026-01-19T09:30:00+00:00,2026-01-26T09:30:00+00:00,59.785,59.8,SHORT,-0.6227975996115634,TIME_EXIT,99289.92251646942,False
SMCI,2026-01-19T09:30:00+00:00,2026-01-20T16:00:00+00:00,32.88,31.435,LONG,-109.08974907149494,STAGNATION_SHOCK,99180.83276739792,False
IBB,2026-01-19T09:30:00+00:00,2026-01-21T15:00:00+00:00,169.96,173.12294999999997,SHORT,-46.194844419441516,HARD_STOP,99134.63792297848,False
VGIT,2026-01-19T14:00:00+00:00,2026-01-26T14:00:00+00:00,59.785,59.84,SHORT,-2.2800054720099086,STAGNATION_SHOCK,99132.35791750647,False
SMCI,2026-01-19T14:00:00+00:00,2026-01-20T16:00:00+00:00,32.88,31.435,LONG,-108.91845483478123,STAGNATION_SHOCK,99023.43946267168,False
IBB,2026-01-19T14:00:00+00:00,2026-01-21T15:00:00+00:00,169.96,173.12294999999997,SHORT,-46.12230863416117,HARD_STOP,98977.31715403752,False
VGIT,2026-01-20T09:30:00+00:00,2026-01-26T14:00:00+00:00,59.785,59.84,SHORT,-2.2763872390535846,STAGNATION_SHOCK,98975.04076679847,False
SMCI,2026-01-20T09:30:00+00:00,2026-01-21T14:00:00+00:00,32.88,31.895,LONG,-74.12762879921475,STAGNATION_SHOCK,98900.91313799926,False
IBB,2026-01-20T09:30:00+00:00,2026-01-21T15:00:00+00:00,169.96,173.12294999999997,SHORT,-46.04911527600016,HARD_STOP,98854.86402272327,False
ES,2026-01-20T14:00:00+00:00,2026-01-22T13:00:00+00:00,682.2,689.82,SHORT,-27.604590437303994,STAGNATION_SHOCK,98827.25943228597,False
NQ,2026-01-20T14:00:00+00:00,2026-01-21T21:00:00+00:00,612.6,616.92,SHORT,-17.427889837502377,STAGNATION_SHOCK,98809.83154244846,False
GOLD,2026-01-20T14:00:00+00:00,2026-01-22T21:00:00+00:00,435.735,452.3,LONG,93.95221995802564,STAGNATION_SHOCK,98903.78376240649,True
SPY,2026-01-20T14:00:00+00:00,2026-01-22T13:00:00+00:00,682.2,689.82,SHORT,-27.604590437303994,STAGNATION_SHOCK,98876.17917196918,False
QQQ,2026-01-20T14:00:00+00:00,2026-01-21T21:00:00+00:00,612.6,616.92,SHORT,-17.427889837502377,STAGNATION_SHOCK,98858.75128213168,False
DIA,2026-01-20T14:00:00+00:00,2026-01-21T20:00:00+00:00,486.77,490.7,SHORT,-19.95293545253934,STAGNATION_SHOCK,98838.79834667913,False
VTI,2026-01-20T14:00:00+00:00,2026-01-22T14:00:00+00:00,337.295,340.46,SHORT,-23.190059490350865,STAGNATION_SHOCK,98815.60828718878,False
TLT,2026-01-20T14:00:00+00:00,2026-01-21T17:00:00+00:00,86.62,86.93,SHORT,-8.844668623598597,STAGNATION_SHOCK,98806.76361856518,False
LQD,2026-01-20T14:00:00+00:00,2026-01-21T17:00:00+00:00,109.93,110.26,SHORT,-7.418835879081807,STAGNATION_SHOCK,98799.3447826861,False
