symbol,entry_date,exit_date,entry_price,exit_price,direction,confidence,game_score,reason,pnl,equity,win
PFE,2026-04-07T09:30:00+00:00,2026-04-07T14:00:00+00:00,27.8,27.02,SHORT,0.7253911996900897,0.5,TAKE_PROFIT,940.6009123626816,104456.20760305646,True
SILVER,2026-04-07T14:00:00+00:00,2026-04-08T12:00:00+00:00,63.93,66.47640999999999,SHORT,0.6545786088217445,0.5,STOP_LOSS,-836.4412943474827,103619.76630870897,False
TLT,2026-04-07T14:00:00+00:00,2026-04-08T12:00:00+00:00,86.06,86.93684999999998,SHORT,0.6343683263766312,0.5,STOP_LOSS,-726.924012989986,102892.84229571899,False
LQD,2026-04-07T14:00:00+00:00,2026-04-08T13:00:00+00:00,108.415,109.36425499999999,SHORT,0.6331732477512877,0.5,STOP_LOSS,-907.305936519807,101985.53635919918,False
SLV,2026-04-07T14:00:00+00:00,2026-04-08T12:00:00+00:00,63.93,66.47640999999999,SHORT,0.6545786088217445,0.5,STOP_LOSS,-836.4412943474827,101149.09506485169,False
ARM,2026-04-07T14:00:00+00:00,2026-04-08T13:00:00+00:00,139.0,152.88272999999998,SHORT,0.6824121441508795,0.5,STOP_LOSS,-1206.2076725177287,99942.88739233396,False
SOUN,2026-04-07T14:00:00+00:00,2026-04-08T12:00:00+00:00,6.365,6.996989999999999,SHORT,0.6294820551388952,0.5,STOP_LOSS,-1197.0442195145288,98745.84317281943,False
AAPL,2026-04-07T14:00:00+00:00,2026-04-14T14:00:00+00:00,246.13,260.44,SHORT,0.641355818006289,0.5,TIME_EXIT,-962.8137396455655,97783.02943317386,False
TSLA,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,338.75,338.7,SHORT,0.688214765647748,0.5,TAKE_PROFIT,1.9389908597760825,97784.96842403364,True
JNJ,2026-04-07T14:00:00+00:00,2026-04-08T13:00:00+00:00,239.25,236.14,SHORT,0.7214887192185909,0.5,TAKE_PROFIT,413.53184933961694,98198.50027337325,True
PFE,2026-04-07T14:00:00+00:00,2026-04-07T15:00:00+00:00,27.05,26.925,SHORT,0.7611272452379984,0.5,TAKE_PROFIT,123.84712961067024,98322.34740298393,True
IBB,2026-04-07T14:00:00+00:00,2026-04-08T13:00:00+00:00,166.54,171.0709,SHORT,0.6444255994268115,0.5,STOP_LOSS,-1070.0789461242834,97252.26845685965,False
XLE,2026-04-07T14:00:00+00:00,2026-04-08T12:00:00+00:00,60.655,58.82112,LONG,0.6958914642989243,0.5,STOP_LOSS,-1168.5586492319478,96083.7098076277,False
XOM,2026-04-07T14:00:00+00:00,2026-04-08T13:00:00+00:00,165.57,159.43041,LONG,0.6815355201412311,0.5,STOP_LOSS,-843.7605513511045,95239.9492562766,False
CVX,2026-04-07T14:00:00+00:00,2026-04-08T13:00:00+00:00,203.87,196.17363,LONG,0.6009814960862733,0.5,STOP_LOSS,-1011.509905198082,94228.43935107852,False
VTI,2026-04-08T14:00:00+00:00,2026-04-09T15:00:00+00:00,332.27,334.35,LONG,0.6357736993646759,0.5,TAKE_PROFIT,248.07270173613605,94476.51205281465,True
HYG,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,80.17,80.255,LONG,0.6106182279531576,0.5,TIME_EXIT,98.36126563840243,94574.87331845306,True
VGIT,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,59.525,59.49,LONG,0.6531344996917462,0.5,TIME_EXIT,-160.31921972924383,94414.55409872382,False
AMD,2026-04-08T14:00:00+00:00,2026-04-09T13:00:00+00:00,228.175,233.91,LONG,0.6273322845295035,0.5,TAKE_PROFIT,279.2971572466806,94693.8512559705,True
XOM,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,155.415,154.97,SHORT,0.6088351079862276,0.5,TIME_EXIT,36.24562334844233,94730.09687931894,True
CVX,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,191.04,190.43,SHORT,0.6107411050198457,0.5,TIME_EXIT,52.110142273478395,94782.20702159242,True
XLF,2026-04-08T14:00:00+00:00,2026-04-09T16:00:00+00:00,51.115,51.48,LONG,0.6573381105066796,0.5,TAKE_PROFIT,256.8039067114675,95039.01092830389,True
JPM,2026-04-08T14:00:00+00:00,2026-04-09T18:00:00+00:00,306.44,311.14,LONG,0.6838288354882248,0.5,TAKE_PROFIT,437.31353571032184,95476.32446401421,True
BAC,2026-04-08T14:00:00+00:00,2026-04-09T15:00:00+00:00,51.5,52.235,LONG,0.6576893666008159,0.5,TAKE_PROFIT,388.46580165167927,95864.79026566588,True
GS,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,896.11,903.84,LONG,0.6201546261089895,0.5,TIME_EXIT,158.9587374614489,96023.74900312733,True
VNQ,2026-04-08T14:00:00+00:00,2026-04-09T13:00:00+00:00,91.975,92.2,LONG,0.6315390567475583,0.5,TAKE_PROFIT,103.38543502469645,96127.13443815203,True
SPG,2026-04-08T14:00:00+00:00,2026-04-08T18:00:00+00:00,194.05,194.915,LONG,0.66935649295672,0.5,TAKE_PROFIT,187.09729472725337,96314.23173287929,True
PLTR,2026-04-09T14:00:00+00:00,2026-04-09T16:00:00+00:00,130.43,129.53,SHORT,0.7767491807978099,0.5,TAKE_PROFIT,75.02147109291006,96389.2532039722,True
AMZN,2026-04-09T14:00:00+00:00,2026-04-09T15:00:00+00:00,228.295,228.635,LONG,0.7099482683508831,0.5,TAKE_PROFIT,20.550489966874384,96409.80369393907,True
JNJ,2026-04-09T14:00:00+00:00,2026-04-16T14:00:00+00:00,242.675,241.29,LONG,0.6002356445415278,0.5,TIME_EXIT,-147.40965769204814,96262.39403624703,False
VNQ,2026-04-09T14:00:00+00:00,2026-04-09T15:00:00+00:00,92.48,92.48,LONG,0.6853279741741636,0.5,TAKE_PROFIT,0.0,96262.39403624703,False
SPG,2026-04-09T14:00:00+00:00,2026-04-09T15:00:00+00:00,196.43,196.43,LONG,0.6820010922437544,0.5,TAKE_PROFIT,0.0,96262.39403624703,False
