pair,entry_date,exit_date,direction,entry,exit,pnl_pct,risk_pct,risk_adjusted_pnl_pct,hold_days,exit_reason,units
AUDUSD=X,2025-01-03 00:00:00,2025-01-09 00:00:00,1,0.6201704144477844,0.6211604475975037,0.0011940560031934377,0.006937499999999999,8.283763522154472e-06,5,time,1
AUDUSD=X,2025-04-03 00:00:00,2025-04-09 00:00:00,-1,0.6264094114303589,0.595528781414032,0.04889168882214031,0.006937499999999999,0.0003391860912035984,5,time,1
AUDUSD=X,2025-05-05 00:00:00,2025-05-14 00:00:00,-1,0.6444586515426636,0.6472617387771606,-0.004754804530681048,0.006937499999999999,-3.298645643159977e-05,8,trailing_stop,1
AUDUSD=X,2025-06-03 00:00:00,2025-06-09 00:00:00,-1,0.6498992443084717,0.6500217914581299,-0.0005808650160969975,0.006937499999999999,-4.02975104917292e-06,5,time,1
AUDUSD=X,2025-07-03 00:00:00,2025-07-11 00:00:00,-1,0.6583278179168701,0.6594000458717346,-0.0020228633934038054,0.006937499999999999,-1.4033614791738898e-05,7,trailing_stop,1
AUDUSD=X,2025-08-05 00:00:00,2025-08-11 00:00:00,1,0.6475006341934204,0.6517715454101562,0.006209996945314579,0.006937499999999999,4.3081853808119884e-05,5,time,1
AUDUSD=X,2025-09-03 00:00:00,2025-09-09 00:00:00,1,0.6519299745559692,0.6598090529441833,0.011702293916002401,0.006937499999999999,8.118466404226665e-05,5,time,1
AUDUSD=X,2025-10-03 00:00:00,2025-10-09 00:00:00,1,0.6598900556564331,0.6584500670433044,-0.0025612038539167908,0.006937499999999999,-1.7768351736547735e-05,5,time,1
AUDUSD=X,2025-11-04 00:00:00,2025-11-05 00:00:00,1,0.6536498665809631,0.6485601663589478,-0.008158137573548354,0.006937499999999999,-5.65970794164917e-05,2,trailing_stop,1
AUDUSD=X,2025-12-03 00:00:00,2025-12-09 00:00:00,1,0.6573800444602966,0.6627300977706909,0.007758019919454977,0.006937499999999999,5.38212631912189e-05,5,time,1
AUDUSD=X,2026-04-02 00:00:00,2026-05-18 00:00:00,1,0.6923601627349854,0.7130200862884521,0.029394579687223366,0.006937499999999999,0.00020392489658011207,33,trailing_stop,1
AUDUSD=X,2026-06-02 00:00:00,2026-06-08 00:00:00,1,0.7164801955223083,0.7043498158454895,-0.017280829710381192,0.006937499999999999,-0.0001198857561157695,5,trailing_stop,1
