pair,entry_date,exit_date,direction,entry,exit,pnl_pct,risk_pct,risk_adjusted_pnl_pct,hold_days,exit_reason,units
EURUSD=X,2023-01-03 00:00:00,2023-01-03 00:00:00,-1,1.0677714347839355,1.0677714347839355,-0.0001900457294329577,0.006703,-1.2738765243891155e-06,1,reversal,1
EURUSD=X,2023-01-04 00:00:00,2023-01-24 00:00:00,1,1.0546854734420776,1.0874292850494385,0.030770112629232512,0.006703,0.0002062520649537455,15,time,1
EURUSD=X,2023-02-02 00:00:00,2023-02-09 00:00:00,-1,1.1012852191925049,1.0715816020965576,0.026768251152352304,0.006703,0.00017942758747421748,6,reversal,1
EURUSD=X,2023-02-10 00:00:00,2023-02-23 00:00:00,1,1.0742292404174805,1.0605803728103638,-0.0129494451032698,0.006703,-8.680013052721746e-05,10,trailing_stop,1
EURUSD=X,2023-03-02 00:00:00,2023-03-02 00:00:00,-1,1.066894292831421,1.066894292831421,-0.00019019972215243215,0.006703,-1.2749087375877527e-06,1,reversal,1
EURUSD=X,2023-03-03 00:00:00,2023-03-08 00:00:00,1,1.0599732398986816,1.05507493019104,-0.0048262859218717695,0.006703,-3.235059453430647e-05,4,trailing_stop,1
EURUSD=X,2023-03-24 00:00:00,2023-04-18 00:00:00,1,1.0835057497024536,1.0925379991531372,0.008052918161773595,0.006703,5.397871043836841e-05,18,trailing_stop,1
EURUSD=X,2023-05-02 00:00:00,2023-05-02 00:00:00,-1,1.0969241857528687,1.0969241857528687,-0.00018506773246362236,0.006703,-1.2405090107036606e-06,1,reversal,1
EURUSD=X,2023-05-03 00:00:00,2023-05-09 00:00:00,1,1.1010911464691162,1.0996140241622925,-0.0015519128793877058,0.006703,-1.0402472030535791e-05,5,time,1
EURUSD=X,2023-05-12 00:00:00,2023-06-01 00:00:00,-1,1.0912145376205444,1.0695186853408813,0.01964148142685585,0.006703,0.00013165685000421476,15,time,1
EURUSD=X,2023-06-05 00:00:00,2023-06-09 00:00:00,1,1.0698620080947876,1.078271746635437,0.007644875345117525,0.006703,5.124359943832277e-05,5,time,1
EURUSD=X,2023-06-23 00:00:00,2023-07-10 00:00:00,-1,1.0958904027938843,1.0969723463058472,-0.0012136090798200742,0.006703,-8.134821662033956e-06,12,trailing_stop,1
EURUSD=X,2023-08-02 00:00:00,2023-08-02 00:00:00,-1,1.1007881164550781,1.1007881164550781,-0.00018442773392856338,0.006703,-1.2362191005231603e-06,1,reversal,1
EURUSD=X,2023-08-03 00:00:00,2023-08-09 00:00:00,1,1.0944151878356934,1.0958904027938843,0.0011364350526001424,0.006703,7.6175241575787545e-06,5,time,1
EURUSD=X,2023-09-05 00:00:00,2023-09-11 00:00:00,1,1.0794472694396973,1.071811318397522,-0.007287992528751609,0.006703,-4.8851413920222035e-05,5,time,1
