pair,entry_date,exit_date,direction,entry,exit,pnl_pct,risk_pct,risk_adjusted_pnl_pct,hold_days,exit_reason,units
EURUSD=X,2022-12-06 00:00:00,2022-12-23 00:00:00,1,1.0496923923492432,1.060333013534546,0.0081364996172969,0.0075,6.102374712972675e-05,14,time,1
EURUSD=X,2022-12-27 00:00:00,2023-01-02 00:00:00,1,1.064022183418274,1.0709733963012695,0.005737047397312499,0.0075,4.302785547984374e-05,5,reversal,1
EURUSD=X,2023-01-03 00:00:00,2023-01-04 00:00:00,-1,1.0677714347839355,1.0546854734420776,0.01213055534833444,0.0075,9.09791651125083e-05,2,reversal,1
EURUSD=X,2023-01-05 00:00:00,2023-01-25 00:00:00,1,1.0606365203857422,1.088814616203308,0.024554754296146,0.0075,0.000184160657221095,15,time,1
EURUSD=X,2023-05-02 00:00:00,2023-05-02 00:00:00,-1,1.0969241857528687,1.0969241857528687,-0.00015219102013485524,0.0075,-1.1414326510114144e-06,1,reversal,1
EURUSD=X,2023-05-03 00:00:00,2023-05-09 00:00:00,1,1.1010911464691162,1.0996140241622925,-0.002123419728702774,0.0075,-1.5925647965270806e-05,5,time,1
EURUSD=X,2023-05-12 00:00:00,2023-06-01 00:00:00,-1,1.0912145376205444,1.0695186853408813,0.020188056769321602,0.0075,0.00015141042576991202,15,time,1
EURUSD=X,2023-06-05 00:00:00,2023-06-09 00:00:00,1,1.0698620080947876,1.078271746635437,0.007117478084843552,0.0075,5.338108563632664e-05,5,time,1
EURUSD=X,2023-06-23 00:00:00,2023-07-10 00:00:00,-1,1.0958904027938843,1.0969723463058472,-0.0008979926414639098,0.0075,-6.734944810979323e-06,12,trailing_stop,1
EURUSD=X,2023-08-02 00:00:00,2023-08-02 00:00:00,-1,1.1007881164550781,1.1007881164550781,-0.00016470170653130312,0.0075,-1.2352627989847734e-06,1,reversal,1
EURUSD=X,2023-08-03 00:00:00,2023-08-09 00:00:00,1,1.0944151878356934,1.0958904027938843,0.0006569829978056217,0.0075,4.927372483542163e-06,5,time,1
EURUSD=X,2023-09-05 00:00:00,2023-09-11 00:00:00,1,1.0794472694396973,1.071811318397522,-0.00776744458354613,0.0075,-5.825583437659597e-05,5,time,1
EURUSD=X,2023-10-03 00:00:00,2023-10-09 00:00:00,-1,1.0480751991271973,1.056747317314148,-0.008394195308430717,0.0075,-6.295646481323037e-05,5,time,1
EURUSD=X,2023-11-03 00:00:00,2023-11-09 00:00:00,1,1.0619093179702759,1.0710422992706299,0.007951914478129093,0.0075,5.963935858596819e-05,5,time,1
EURUSD=X,2023-12-05 00:00:00,2023-12-11 00:00:00,1,1.0837758779525757,1.0765769481658936,-0.007287266469113946,0.0075,-5.46544985183546e-05,5,time,1
EURUSD=X,2024-01-03 00:00:00,2024-01-09 00:00:00,-1,1.0941756963729858,1.095170259475708,-0.0010207881587085189,0.0075,-7.655911190313891e-06,5,time,1
EURUSD=X,2024-02-05 00:00:00,2024-02-09 00:00:00,1,1.0780043601989746,1.0777255296707153,-0.0009044563395190165,0.0075,-6.783422546392624e-06,5,time,1
EURUSD=X,2024-03-05 00:00:00,2024-03-11 00:00:00,1,1.0855170488357544,1.0942955017089844,0.007442368258977614,0.0075,5.58177619423321e-05,5,time,1
EURUSD=X,2024-04-03 00:00:00,2024-04-09 00:00:00,1,1.076855182647705,1.0863661766052246,0.008186194101800971,0.0075,6.139645576350728e-05,5,time,1
EURUSD=X,2024-05-03 00:00:00,2024-05-09 00:00:00,1,1.073306918144226,1.0746910572052002,0.000642988329126938,0.0075,4.822412468452035e-06,5,time,1
EURUSD=X,2024-06-04 00:00:00,2024-06-10 00:00:00,1,1.0907385349273682,1.0778882503509521,-0.012424905420491432,0.0075,-9.318679065368574e-05,5,stop,1
EURUSD=X,2024-06-14 00:00:00,2024-07-02 00:00:00,-1,1.0738831758499146,1.0737102031707764,0.0002635992824371882,0.0075,1.9769946182789115e-06,13,reversal,1
EURUSD=X,2024-07-03 00:00:00,2024-07-09 00:00:00,1,1.0748412609100342,1.0830950736999512,0.006984806148372229,0.0075,5.2386046112791716e-05,5,time,1
EURUSD=X,2024-09-03 00:00:00,2024-09-11 00:00:00,1,1.1067456007003784,1.1020983457565308,-0.005033161916738344,0.0075,-3.774871437553758e-05,7,trailing_stop,1
EURUSD=X,2024-09-20 00:00:00,2024-10-10 00:00:00,-1,1.1161960363388062,1.0943313837051392,0.01990990967769154,0.0075,0.00014932432258268655,15,time,1
EURUSD=X,2024-12-03 00:00:00,2024-12-09 00:00:00,1,1.0501223802566528,1.0565463304519653,0.005455099999145601,0.0075,4.091324999359201e-05,5,time,1
GBPUSD=X,2015-07-03 00:00:00,2015-07-14 00:00:00,-1,1.5610122680664062,1.548227310180664,0.007701922046924351,0.007969,6.137661679194016e-05,8,time,1
GBPUSD=X,2016-01-05 00:00:00,2016-01-05 00:00:00,-1,1.4714537858963013,1.4714103937149048,-0.00014930760588255284,0.007969,-1.1898323112780636e-06,1,reversal,1
GBPUSD=X,2016-01-06 00:00:00,2016-01-13 00:00:00,1,1.4676960706710815,1.4436262845993042,-0.016759355591726918,0.007969,-0.00013355530471047182,6,stop,1
GBPUSD=X,2016-02-03 00:00:00,2016-02-09 00:00:00,-1,1.4408599138259888,1.4436055421829224,-0.0022554624334885772,0.007969,-1.7973780132470474e-05,5,time,1
GBPUSD=X,2016-03-03 00:00:00,2016-03-09 00:00:00,-1,1.4081928730010986,1.4208581447601318,-0.00935118511265489,0.007969,-7.451959416274683e-05,5,time,1
GBPUSD=X,2016-04-05 00:00:00,2016-04-11 00:00:00,-1,1.426533579826355,1.4130080938339233,0.00912803846334647,0.007969,7.274133851440802e-05,5,time,1
GBPUSD=X,2016-05-03 00:00:00,2016-05-09 00:00:00,-1,1.4667057991027832,1.443084716796875,0.01575690153115644,0.007969,0.00012556674830178566,5,time,1
GBPUSD=X,2016-06-03 00:00:00,2016-06-09 00:00:00,-1,1.4407975673675537,1.4518423080444336,-0.008015250065619496,0.007969,-6.387352777292176e-05,5,time,1
GBPUSD=X,2016-07-05 00:00:00,2016-07-11 00:00:00,1,1.3281975984573364,1.2946157455444336,-0.025644763719005054,0.007969,-0.0002043631220767513,5,time,1
GBPUSD=X,2016-08-03 00:00:00,2016-08-09 00:00:00,-1,1.3338313102722168,1.3032373189926147,0.022580629611741905,0.007969,0.00017994503737597125,5,time,1
GBPUSD=X,2016-08-11 00:00:00,2016-08-24 00:00:00,-1,1.3022528886795044,1.3196094036102295,-0.013786748372607507,0.007969,-0.00010986659778130923,10,trailing_stop,1
GBPUSD=X,2016-09-05 00:00:00,2016-09-09 00:00:00,-1,1.3294336795806885,1.331026315689087,-0.0015088539030438212,0.007969,-1.2024056753356213e-05,5,time,1
GBPUSD=X,2016-10-04 00:00:00,2016-10-07 00:00:00,-1,1.2851818799972534,1.2402331829071045,0.034720636837198435,0.007969,0.00027668875495563433,4,reversal,1
GBPUSD=X,2016-10-10 00:00:00,2016-10-19 00:00:00,1,1.2434717416763306,1.230466365814209,-0.010984368085817214,0.007969,-8.753442927587738e-05,8,time,1
GBPUSD=X,2016-12-05 00:00:00,2016-12-09 00:00:00,-1,1.2669453620910645,1.2584948539733887,0.006378452553014446,0.007969,5.082988839497212e-05,5,time,1
GBPUSD=X,2017-01-03 00:00:00,2017-01-09 00:00:00,-1,1.2281994819641113,1.2260912656784058,0.0014186733430506188,0.007969,1.1305407870770383e-05,5,time,1
GBPUSD=X,2017-02-03 00:00:00,2017-02-09 00:00:00,-1,1.2520345449447632,1.252803087234497,-0.0008841158571666894,0.007969,-7.045519265761348e-06,5,time,1
GBPUSD=X,2017-03-03 00:00:00,2017-03-09 00:00:00,-1,1.2274457216262817,1.217730164527893,0.007666701373425559,0.007969,6.109594324482828e-05,5,time,1
GBPUSD=X,2017-04-04 00:00:00,2017-04-10 00:00:00,-1,1.248907208442688,1.2375165224075317,0.008874847744304047,0.007969,7.072366167435896e-05,5,time,1
GBPUSD=X,2017-05-03 00:00:00,2017-05-09 00:00:00,-1,1.2943308353424072,1.2943308353424072,-0.00021632542408208657,0.007969,-1.723897304510148e-06,5,time,1
GBPUSD=X,2017-06-05 00:00:00,2017-06-09 00:00:00,-1,1.2865707874298096,1.2722970247268677,0.01090181378802777,0.007969,8.68765540767933e-05,5,time,1
