market,report_date,open_interest,noncomm_long,noncomm_short,net_spec,net_spec_pct_oi,published_date
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-01-07,157739,52063,79312,-27249,-17.274738650555665,2020-01-10
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-01-14,144568,43769,64318,-20549,-14.214072270488629,2020-01-17
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-01-21,139478,42359,61660,-19301,-13.838024634709416,2020-01-24
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-01-28,156721,44662,72182,-27520,-17.55986753530159,2020-01-31
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-02-04,180856,48368,91665,-43297,-23.940040695359844,2020-02-07
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-02-11,177528,48188,80856,-32668,-18.40160425397684,2020-02-14
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-02-18,187455,47989,85466,-37477,-19.99253154090315,2020-02-21
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-02-25,213324,56684,100536,-43852,-20.556524347940222,2020-02-28
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-03-03,223084,64846,116799,-51953,-23.288537053307273,2020-03-06
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-03-10,211243,49757,103770,-54013,-25.569131284823637,2020-03-13
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-03-17,149878,39246,67979,-28733,-19.170925686224795,2020-03-20
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-03-24,135097,31024,56231,-25207,-18.65844541329563,2020-03-27
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-03-31,130982,27315,58979,-31664,-24.174314027881692,2020-04-03
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-04-07,130056,26483,61881,-35398,-27.217506304976318,2020-04-10
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-04-14,128258,22037,57591,-35554,-27.720687988273635,2020-04-17
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-04-21,126180,21452,56272,-34820,-27.595498494214617,2020-04-24
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-04-28,129162,21736,59477,-37741,-29.219894396184635,2020-05-01
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-05-05,129293,23541,56996,-33455,-25.875337411924853,2020-05-08
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-05-12,129264,23719,59144,-35425,-27.405155341007546,2020-05-15
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-05-19,132797,25301,64859,-39558,-29.788323531405076,2020-05-22
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-05-26,136920,25530,66068,-40538,-29.607069821793747,2020-05-29
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-06-02,135378,26571,67362,-40791,-30.13118822851571,2020-06-05
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-06-09,138936,29912,66487,-36575,-26.325070536074165,2020-06-12
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-06-16,90803,31685,38217,-6532,-7.193594925277799,2020-06-19
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-06-23,93782,35974,40784,-4810,-5.128915996673135,2020-06-26
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-06-30,100658,40025,42933,-2908,-2.8889904428858113,2020-07-03
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-07-07,105115,44740,45434,-694,-0.660229272701327,2020-07-10
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-07-14,107237,45543,41293,4250,3.9631843486856213,2020-07-17
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-07-21,108952,41778,41983,-205,-0.18815625229458843,2020-07-24
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-07-28,113682,42402,47414,-5012,-4.408789430164846,2020-07-31
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-08-04,120274,45465,46513,-1048,-0.8713437650697573,2020-08-07
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-08-11,122210,47321,50809,-3488,-2.8541035921774,2020-08-14
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-08-18,124931,48489,51789,-3300,-2.6414580848628444,2020-08-21
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-08-25,127505,51131,55030,-3899,-3.0579192972824596,2020-08-28
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-09-01,137131,58190,58355,-165,-0.12032290291764808,2020-09-04
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-09-08,144091,57097,59141,-2044,-1.4185480009160878,2020-09-11
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-09-15,131814,59687,43468,16219,12.304459313881681,2020-09-18
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-09-22,133214,60713,44374,16339,12.265227378503761,2020-09-25
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-09-29,128448,53816,44879,8937,6.957679372197309,2020-10-02
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-10-06,132119,61379,50532,10847,8.21002278249154,2020-10-09
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-10-13,137281,63863,60009,3854,2.807380482368281,2020-10-16
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-10-20,134220,61147,54392,6755,5.032781999701982,2020-10-23
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-10-27,130361,59696,50806,8890,6.8195242442141435,2020-10-30
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-11-03,134352,56529,57843,-1314,-0.9780278670953912,2020-11-06
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-11-10,130615,49371,58091,-8720,-6.676109175822073,2020-11-13
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-11-17,129737,48831,54954,-6123,-4.719548008663681,2020-11-20
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-11-24,131531,51679,56956,-5277,-4.011981966228493,2020-11-27
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-12-01,130727,45453,56253,-10800,-8.261491505197856,2020-12-04
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-12-08,160280,50650,60757,-10107,-6.305839780384328,2020-12-11
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-12-15,127016,45786,55111,-9325,-7.341594759715312,2020-12-18
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-12-21,136013,53323,57742,-4419,-3.248954144089168,2020-12-24
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-12-29,138309,53827,60333,-6506,-4.703959973682117,2021-01-01
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-01-05,146093,59738,63645,-3907,-2.6743238895771873,2021-01-08
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-01-12,144614,60450,54994,5456,3.772802080019915,2021-01-15
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-01-19,144283,59927,55067,4860,3.3683801972512355,2021-01-22
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-01-26,143073,56372,55601,771,0.5388857436413579,2021-01-29
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-02-02,142644,55768,57235,-1467,-1.028434424160848,2021-02-05
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-02-09,140497,55931,56147,-216,-0.15373993750756246,2021-02-12
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-02-16,140954,54675,57496,-2821,-2.0013621465158846,2021-02-19
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-02-23,145261,55664,57300,-1636,-1.1262486145627526,2021-02-26
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-03-02,149904,61047,55006,6041,4.029912477318817,2021-03-05
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-03-09,150330,61848,53773,8075,5.371515998137431,2021-03-12
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-03-16,129421,57840,50220,7620,5.88776164610071,2021-03-19
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-03-23,133276,59032,53090,5942,4.458417119361326,2021-03-26
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-03-30,137335,66607,54344,12263,8.929260567226125,2021-04-02
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-04-06,137218,62991,58925,4066,2.9631680974799224,2021-04-09
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-04-13,139633,64031,60272,3759,2.6920570352280624,2021-04-16
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-04-20,136167,56723,58529,-1806,-1.326312542686554,2021-04-23
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-04-27,140736,59735,61145,-1410,-1.0018758526603002,2021-04-30
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-05-04,137649,58385,56909,1476,1.072292570232984,2021-05-07
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-05-11,140907,59158,56742,2416,1.7146060877032367,2021-05-14
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-05-18,137436,57862,54860,3002,2.184289414709392,2021-05-21
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-05-25,134790,55098,55907,-809,-0.6001928926478225,2021-05-28
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-06-01,135182,55385,57310,-1925,-1.424006154665562,2021-06-04
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-06-08,148640,48150,57587,-9437,-6.3488966630785795,2021-06-11
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-06-15,124137,40139,58019,-17880,-14.403441359143526,2021-06-18
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-06-22,147814,56133,73708,-17575,-11.889942765908506,2021-06-25
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-06-29,140482,48824,66624,-17800,-12.670662433621388,2021-07-02
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-07-06,147352,53352,78222,-24870,-16.877952114664204,2021-07-09
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-07-13,155995,56721,85509,-28788,-18.454437642232122,2021-07-16
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-07-20,163574,57072,92762,-35690,-21.818870969714013,2021-07-23
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-07-27,167840,57415,96762,-39347,-23.443160152526215,2021-07-30
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-08-03,169889,57742,99025,-41283,-24.299984107270042,2021-08-06
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-08-10,171742,57323,106636,-49313,-28.713418965657787,2021-08-13
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-08-17,186948,64169,114536,-50367,-26.941716413120226,2021-08-20
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-08-24,197636,60964,117564,-56600,-28.638507154566984,2021-08-27
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-08-31,182084,47384,107462,-60078,-32.994661804441904,2021-09-03
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-09-07,173484,32496,102984,-70488,-40.630836273085706,2021-09-10
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-09-14,164727,13116,96499,-83383,-50.61890279067791,2021-09-17
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-09-21,185492,24746,110330,-85584,-46.13891704224441,2021-09-24
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-09-28,180869,18407,104790,-86383,-47.75998098070979,2021-10-01
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-10-05,188691,17471,107450,-89979,-47.685899168481804,2021-10-08
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-10-12,177932,11193,98801,-87608,-49.23678708720185,2021-10-15
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-10-19,158531,11632,87690,-76058,-47.976736411175104,2021-10-22
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-10-26,160011,17448,92694,-75246,-47.025516995706546,2021-10-29
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-11-02,162888,19187,94683,-75496,-46.348411178232894,2021-11-05
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-11-09,157269,23844,87268,-63424,-40.32835460262353,2021-11-12
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-11-16,166688,30760,91913,-61153,-36.68710405068151,2021-11-19
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-11-23,188033,40523,103788,-63265,-33.64568985231316,2021-11-26
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-11-30,201981,33217,113402,-80185,-39.69927864502107,2021-12-03
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-12-07,212150,33380,115172,-81792,-38.55385340560924,2021-12-10
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-12-14,197405,29254,108157,-78903,-39.970112205871175,2021-12-17
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-12-21,191309,22958,103312,-80354,-42.002205855448516,2021-12-24
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-12-28,183152,16885,98626,-81741,-44.63014326897877,2021-12-31
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-01-04,180107,12632,101998,-89366,-49.61828246542333,2022-01-07
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-01-11,185453,12383,103869,-91486,-49.33109736698786,2022-01-14
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-01-18,181136,9051,97505,-88454,-48.8329211200424,2022-01-21
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-01-25,190020,15121,98394,-83273,-43.82328175981476,2022-01-28
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-02-01,196913,18835,98664,-79829,-40.54023858252121,2022-02-04
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-02-08,196403,17323,103064,-85741,-43.655646807838984,2022-02-11
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-02-15,192578,11692,98386,-86694,-45.01760325686215,2022-02-18
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-02-22,192579,11553,95633,-84080,-43.66000446569979,2022-02-25
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-03-01,189667,12720,91056,-78336,-41.30186062941893,2022-03-04
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-03-08,197094,19521,97716,-78195,-39.67396267770709,2022-03-11
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-03-15,124521,24281,69137,-44856,-36.022839521044645,2022-03-18
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-03-22,127767,23747,74936,-51189,-40.064335861372655,2022-03-25
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-03-29,143007,33960,83566,-49606,-34.68781248470354,2022-04-01
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-04-05,148898,34871,72384,-37513,-25.19375679995702,2022-04-08
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-04-12,150939,39770,68485,-28715,-19.024241581036048,2022-04-15
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-04-19,147309,39201,68038,-28837,-19.57585755113401,2022-04-22
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-04-26,147090,47105,74756,-27651,-18.798694676728534,2022-04-29
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-05-03,152257,46995,75511,-28516,-18.72885975685847,2022-05-06
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-05-10,153209,36869,78583,-41714,-27.22686004085922,2022-05-13
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-05-17,163809,41473,86115,-44642,-27.25247086545916,2022-05-20
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-05-24,158615,36579,82025,-45446,-28.65176685685465,2022-05-27
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-05-31,153661,32897,81579,-48682,-31.681428599319283,2022-06-03
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-06-07,166422,31720,79616,-47896,-28.779848818064917,2022-06-10
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-06-14,142857,31660,74914,-43254,-30.277830277830276,2022-06-17
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-06-21,137017,31745,72351,-40606,-29.635738630972796,2022-06-24
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-06-28,139891,28887,71867,-42980,-30.723920766882788,2022-07-01
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-07-05,146950,27622,75243,-47621,-32.406260632868324,2022-07-08
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-07-12,158263,30527,72127,-41600,-26.28536044432369,2022-07-15
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-07-19,155246,30578,73726,-43148,-27.79330868428172,2022-07-22
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-07-26,156473,30024,77409,-47385,-30.283179845724185,2022-07-29
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-08-02,167931,30835,86785,-55950,-33.317255301284455,2022-08-05
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-08-09,158100,25644,83232,-57588,-36.42504743833017,2022-08-12
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-08-16,160045,28835,88083,-59248,-37.01958824080727,2022-08-19
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-08-23,169212,32342,92370,-60028,-35.47502541190932,2022-08-26
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-08-30,169267,31304,88697,-57393,-33.90678631983789,2022-09-02
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-09-06,178232,33305,89805,-56500,-31.70025584631267,2022-09-09
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-09-13,182287,29218,87068,-57850,-31.735669575998287,2022-09-16
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-09-20,150544,38797,79353,-40556,-26.939632266978425,2022-09-23
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-09-27,152301,39006,73659,-34653,-22.75296944865759,2022-09-30
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-10-04,139490,36248,64012,-27764,-19.903935766004732,2022-10-07
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-10-11,138320,29325,60596,-31271,-22.60772122614228,2022-10-14
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-10-18,150496,33046,68405,-35359,-23.494976610674037,2022-10-21
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-10-25,166961,32159,83605,-51446,-30.81318391720222,2022-10-28
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-11-01,165411,34148,84680,-50532,-30.549358869724504,2022-11-04
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-11-08,162523,33288,79971,-46683,-28.72393445850741,2022-11-11
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-11-15,162440,33214,77963,-44749,-27.548017729623247,2022-11-18
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-11-22,156807,32825,75611,-42786,-27.285771681111175,2022-11-25
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-11-29,159378,35045,79675,-44630,-28.002610146946257,2022-12-02
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-12-06,158755,36334,76897,-40563,-25.550691316808923,2022-12-09
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-12-13,172269,35825,73662,-37837,-21.963905287660577,2022-12-16
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-12-20,129256,31779,65894,-34115,-26.39335891564028,2022-12-23
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-12-27,129195,32955,69746,-36791,-28.47710824722319,2022-12-30
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-01-03,132960,35208,71475,-36267,-27.27662454873646,2023-01-06
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-01-10,126028,30210,63900,-33690,-26.732154759259846,2023-01-13
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-01-17,128213,28593,62213,-33620,-26.22198996981585,2023-01-20
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-01-24,129490,29466,62637,-33171,-25.616649934357866,2023-01-27
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-01-31,136304,36337,66929,-30592,-22.44394882028407,2023-02-03
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-02-07,124006,30044,58149,-28105,-22.664225924552035,2023-02-10
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-02-14,126033,30752,59659,-28907,-22.936056429665246,2023-02-17
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-02-21,123456,38492,63280,-24788,-20.078408501814412,2023-02-24
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-02-28,126681,41071,65236,-24165,-19.075473038577215,2023-03-03
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-03-07,157990,54307,79131,-24824,-15.712386859927843,2023-03-10
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-03-14,150058,41685,81776,-40091,-26.717002758933212,2023-03-17
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-03-21,151836,41183,79642,-38459,-25.32930266866883,2023-03-24
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-03-28,151238,43813,79166,-35353,-23.375738901598805,2023-03-31
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-04-04,151242,46687,73920,-27233,-18.00624165245104,2023-04-07
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-04-11,159441,45481,83418,-37937,-23.7937544295382,2023-04-14
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-04-18,159708,44610,86966,-42356,-26.520900643674704,2023-04-21
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-04-25,178757,54241,93703,-39462,-22.075778850618438,2023-04-28
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-05-02,181229,52340,97350,-45010,-24.835980996418897,2023-05-05
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-05-09,165532,41225,90418,-49193,-29.718120967547062,2023-05-12
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-05-16,167020,43903,97497,-53594,-32.08837264998204,2023-05-19
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-05-23,180138,53419,102500,-49081,-27.246333366641128,2023-05-26
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-05-30,204963,68969,113095,-44126,-21.528763728087508,2023-06-02
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-06-06,209680,54501,110969,-56468,-26.930560854635637,2023-06-09
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-06-13,182562,38758,100503,-61745,-33.82138670698174,2023-06-16
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-06-20,149898,45743,95359,-49616,-33.09984122536658,2023-06-23
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-06-27,136335,45225,84649,-39424,-28.917005904573294,2023-06-30
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-07-03,153744,50170,94752,-44582,-28.997554376105732,2023-07-06
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-07-11,152495,43661,88745,-45084,-29.564248008131415,2023-07-14
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-07-18,148592,38252,88653,-50401,-33.919053515667066,2023-07-21
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-07-25,146423,39108,90309,-51201,-34.96786707006413,2023-07-28
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-08-01,161298,46612,98404,-51792,-32.10951158724845,2023-08-04
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-08-08,182842,61091,104283,-43192,-23.622581245009354,2023-08-11
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-08-15,204458,68623,122020,-53397,-26.116366197458646,2023-08-18
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-08-22,226955,72034,135820,-63786,-28.105130973100394,2023-08-25
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-08-29,223489,61376,131561,-70185,-31.4042301858257,2023-09-01
